arm_alias,competitor_prefix_attention_mass,example_id,gold_label,gold_prefix_attention_mass,mean_prefix_attention_mass,predicted_label,prefix_l2,prefix_tokens,step,suite
I_real,0.0016151255695149302,132244,NOT_ENOUGH_INFO,0.0016403996851295233,0.0019286462338641286,SUPPORTS,135.76454162597656,8,8,raw8
I_real,0.0019154533511027694,39959,NOT_ENOUGH_INFO,0.001999103231355548,0.0035202227300032973,SUPPORTS,135.76454162597656,8,8,raw8
I_shuffle,0.04035600274801254,226458,SUPPORTS,0.025768598541617393,0.034523727372288704,SUPPORTS,135.7644805908203,8,8,raw8
I_shuffle,0.03970106691122055,78516,SUPPORTS,0.02636917494237423,0.03358476795256138,SUPPORTS,135.7644805908203,8,8,raw8
I_shuffle,0.042363010346889496,28788,SUPPORTS,0.025429248809814453,0.03519551083445549,SUPPORTS,135.7644805908203,8,8,raw8
I_shuffle,0.041328590363264084,117767,SUPPORTS,0.02787606045603752,0.0350612277785937,SUPPORTS,135.7644805908203,8,8,raw8
I_shuffle,0.020758947357535362,54789,REFUTES,0.039363544434309006,0.031754971171418823,SUPPORTS,135.7644805908203,8,8,raw8
I_shuffle,0.021801074966788292,56960,REFUTES,0.03820649906992912,0.03240650333464146,SUPPORTS,135.7644805908203,8,8,raw8
I_shuffle,0.02008708380162716,155125,REFUTES,0.03433680534362793,0.029400017733375233,SUPPORTS,135.7644805908203,8,8,raw8
I_shuffle,0.0257570743560791,84675,REFUTES,0.04226629063487053,0.03326269115010897,SUPPORTS,135.7644805908203,8,8,raw8
I_shuffle,0.02917003631591797,64471,NOT_ENOUGH_INFO,0.035668931901454926,0.035625008245309196,SUPPORTS,135.7644805908203,8,8,raw8
I_shuffle,0.026690086349844933,23835,NOT_ENOUGH_INFO,0.03449082374572754,0.035406033818920456,SUPPORTS,135.7644805908203,8,8,raw8
I_shuffle,0.023062070831656456,132244,NOT_ENOUGH_INFO,0.03373035043478012,0.03198915161192417,SUPPORTS,135.7644805908203,8,8,raw8
I_shuffle,0.025935810059309006,39959,NOT_ENOUGH_INFO,0.03237001225352287,0.033946700394153595,SUPPORTS,135.7644805908203,8,8,raw8
I_zero,0.001889462349936366,226458,SUPPORTS,0.002129209693521261,0.0017727270799999435,SUPPORTS,0.0,8,8,raw8
I_zero,0.0073038144037127495,78516,SUPPORTS,0.007966245524585247,0.0066084666177630424,SUPPORTS,0.0,8,8,raw8
I_zero,0.003526548622176051,28788,SUPPORTS,0.0037011108361184597,0.0031375323111812272,SUPPORTS,0.0,8,8,raw8
I_zero,0.0032637915574014187,117767,SUPPORTS,0.003378838300704956,0.002954495915522178,SUPPORTS,0.0,8,8,raw8
I_zero,0.0036671559792011976,54789,REFUTES,0.003387888427823782,0.0030390343939264617,SUPPORTS,0.0,8,8,raw8
I_zero,0.003106537042185664,56960,REFUTES,0.003211816307157278,0.0027828929790606103,SUPPORTS,0.0,8,8,raw8
I_zero,0.006073395721614361,155125,REFUTES,0.005002161022275686,0.004704395309090614,SUPPORTS,0.0,8,8,raw8
I_zero,0.007717162370681763,84675,REFUTES,0.006831656210124493,0.006317810155451298,SUPPORTS,0.0,8,8,raw8
I_zero,0.0066912174224853516,64471,NOT_ENOUGH_INFO,0.004303823225200176,0.005657242611050606,SUPPORTS,0.0,8,8,raw8
I_zero,0.00843053124845028,23835,NOT_ENOUGH_INFO,0.005279978271573782,0.007106589308629434,SUPPORTS,0.0,8,8,raw8
I_zero,0.013356953859329224,132244,NOT_ENOUGH_INFO,0.007828092202544212,0.01064169593155384,SUPPORTS,0.0,8,8,raw8
I_zero,0.008922656998038292,39959,NOT_ENOUGH_INFO,0.005191110074520111,0.0073966725418965025,SUPPORTS,0.0,8,8,raw8
I_real,0.0007660649716854095,226458,SUPPORTS,0.0007044736994430423,0.0008367216602588693,SUPPORTS,135.76451110839844,8,16,raw8
I_real,0.0007757171988487244,78516,SUPPORTS,0.0006874846294522285,0.0006497750679651896,SUPPORTS,135.76451110839844,8,16,raw8
I_real,0.0008108274778351188,28788,SUPPORTS,0.0009676776244305074,0.0007189988488486657,SUPPORTS,135.76451110839844,8,16,raw8
I_real,0.0016705989837646484,117767,SUPPORTS,0.0011178429704159498,0.001322568510659039,SUPPORTS,135.76451110839844,8,16,raw8
I_real,0.0012382668210193515,54789,REFUTES,0.004095354117453098,0.002447084717762967,SUPPORTS,135.76451110839844,8,16,raw8
I_real,0.0027686902321875095,56960,REFUTES,0.0030635595321655273,0.0029961191272983947,SUPPORTS,135.76451110839844,8,16,raw8
I_real,0.0015269245486706495,155125,REFUTES,0.0018035918474197388,0.0014867618835220735,SUPPORTS,135.76451110839844,8,16,raw8
I_real,0.002969173714518547,84675,REFUTES,0.003170803189277649,0.0028102087477842965,SUPPORTS,135.76451110839844,8,16,raw8
I_real,0.0014079585671424866,64471,NOT_ENOUGH_INFO,0.0023758101742714643,0.002000469792013367,SUPPORTS,135.76451110839844,8,16,raw8
I_real,0.0004918205086141825,23835,NOT_ENOUGH_INFO,0.0009034131653606892,0.0008607964652280012,SUPPORTS,135.76451110839844,8,16,raw8
I_real,0.0003979899629484862,132244,NOT_ENOUGH_INFO,0.0014694113051518798,0.0008580269350204617,SUPPORTS,135.76451110839844,8,16,raw8
I_real,0.000757468631491065,39959,NOT_ENOUGH_INFO,0.0028357687406241894,0.0015667059924453497,SUPPORTS,135.76451110839844,8,16,raw8
I_shuffle,0.023440521210432053,226458,SUPPORTS,0.018207868561148643,0.019857728853821754,SUPPORTS,135.7644805908203,8,16,raw8
I_shuffle,0.022586345672607422,78516,SUPPORTS,0.018828749656677246,0.018459012111028034,SUPPORTS,135.7644805908203,8,16,raw8
I_shuffle,0.02277739904820919,28788,SUPPORTS,0.016652822494506836,0.019330982118844986,SUPPORTS,135.7644805908203,8,16,raw8
I_shuffle,0.02254386804997921,117767,SUPPORTS,0.01781352423131466,0.01870872639119625,SUPPORTS,135.7644805908203,8,16,raw8
I_shuffle,0.015164494514465332,54789,REFUTES,0.02161574363708496,0.01752952424188455,SUPPORTS,135.7644805908203,8,16,raw8
I_shuffle,0.014782747253775597,56960,REFUTES,0.019772570580244064,0.01734209805727005,SUPPORTS,135.7644805908203,8,16,raw8
I_shuffle,0.012339552864432335,155125,REFUTES,0.01676817797124386,0.015330469235777855,SUPPORTS,135.7644805908203,8,16,raw8
I_shuffle,0.013056079857051373,84675,REFUTES,0.022067904472351074,0.01643082530548175,SUPPORTS,135.7644805908203,8,16,raw8
I_shuffle,0.018980225548148155,64471,NOT_ENOUGH_INFO,0.019449442625045776,0.02143803300956885,SUPPORTS,135.7644805908203,8,16,raw8
I_shuffle,0.018398206681013107,23835,NOT_ENOUGH_INFO,0.019646108150482178,0.022998870039979618,SUPPORTS,135.7644805908203,8,16,raw8
I_shuffle,0.019249122589826584,132244,NOT_ENOUGH_INFO,0.01946769282221794,0.02167048181096713,SUPPORTS,135.7644805908203,8,16,raw8
I_shuffle,0.02207164093852043,39959,NOT_ENOUGH_INFO,0.01942725107073784,0.02515931675831477,SUPPORTS,135.7644805908203,8,16,raw8
I_zero,0.001889462349936366,226458,SUPPORTS,0.002129209693521261,0.0017727270799999435,SUPPORTS,0.0,8,16,raw8
I_zero,0.0073038144037127495,78516,SUPPORTS,0.007966245524585247,0.0066084666177630424,SUPPORTS,0.0,8,16,raw8
I_zero,0.003526548622176051,28788,SUPPORTS,0.0037011108361184597,0.0031375323111812272,SUPPORTS,0.0,8,16,raw8
I_zero,0.0032637915574014187,117767,SUPPORTS,0.003378838300704956,0.002954495915522178,SUPPORTS,0.0,8,16,raw8
I_zero,0.0036671559792011976,54789,REFUTES,0.003387888427823782,0.0030390343939264617,SUPPORTS,0.0,8,16,raw8
I_zero,0.003106537042185664,56960,REFUTES,0.003211816307157278,0.0027828929790606103,SUPPORTS,0.0,8,16,raw8
I_zero,0.006073395721614361,155125,REFUTES,0.005002161022275686,0.004704395309090614,SUPPORTS,0.0,8,16,raw8
I_zero,0.007717162370681763,84675,REFUTES,0.006831656210124493,0.006317810155451298,SUPPORTS,0.0,8,16,raw8
I_zero,0.0066912174224853516,64471,NOT_ENOUGH_INFO,0.004303823225200176,0.005657242611050606,SUPPORTS,0.0,8,16,raw8
I_zero,0.00843053124845028,23835,NOT_ENOUGH_INFO,0.005279978271573782,0.007106589308629434,SUPPORTS,0.0,8,16,raw8
I_zero,0.013356953859329224,132244,NOT_ENOUGH_INFO,0.007828092202544212,0.01064169593155384,SUPPORTS,0.0,8,16,raw8
I_zero,0.008922656998038292,39959,NOT_ENOUGH_INFO,0.005191110074520111,0.0073966725418965025,SUPPORTS,0.0,8,16,raw8
I_real,0.00042400509119033813,226458,SUPPORTS,0.0002580806612968445,0.00037214385035137337,SUPPORTS,135.7644805908203,8,24,raw8
I_real,0.0004832900012843311,78516,SUPPORTS,0.0004237308166921139,0.0004249484239456554,SUPPORTS,135.7644805908203,8,24,raw8
I_real,0.0007044035010039806,28788,SUPPORTS,0.0013719447888433933,0.0008461704516472915,SUPPORTS,135.7644805908203,8,24,raw8
I_real,0.002654587384313345,117767,SUPPORTS,0.0023075395729392767,0.0021976339630782604,SUPPORTS,135.7644805908203,8,24,raw8
I_real,0.0025419658049941063,54789,REFUTES,0.0032830003183335066,0.0030979688744992018,SUPPORTS,135.7644805908203,8,24,raw8
I_real,0.0020194468088448048,56960,REFUTES,0.0028679072856903076,0.0034866443214317164,SUPPORTS,135.7644805908203,8,24,raw8
I_real,0.0013079189229756594,155125,REFUTES,0.0018914988031610847,0.001343310441977034,SUPPORTS,135.7644805908203,8,24,raw8
I_real,0.0007557812496088445,84675,REFUTES,0.0007905600359663367,0.0008255442565617462,SUPPORTS,135.7644805908203,8,24,raw8
I_real,0.0004488790291361511,64471,NOT_ENOUGH_INFO,0.0011459290981292725,0.0011265990518343945,SUPPORTS,135.7644805908203,8,24,raw8
I_real,0.0006394252995960414,23835,NOT_ENOUGH_INFO,0.0006935144192539155,0.0007185471865038077,SUPPORTS,135.7644805908203,8,24,raw8
I_real,0.0001608022430445999,132244,NOT_ENOUGH_INFO,0.00039442244451493025,0.00041773687310827273,SUPPORTS,135.7644805908203,8,24,raw8
I_real,0.0024377978406846523,39959,NOT_ENOUGH_INFO,0.003702420275658369,0.0031864617485553026,SUPPORTS,135.7644805908203,8,24,raw8
I_shuffle,0.023154497146606445,226458,SUPPORTS,0.01819698140025139,0.01964238037665685,SUPPORTS,135.76446533203125,8,24,raw8
I_shuffle,0.021609466522932053,78516,SUPPORTS,0.017224669456481934,0.017469491188724835,SUPPORTS,135.76446533203125,8,24,raw8
I_shuffle,0.021844228729605675,28788,SUPPORTS,0.015737852081656456,0.018755171447992325,SUPPORTS,135.76446533203125,8,24,raw8
I_shuffle,0.02185944840312004,117767,SUPPORTS,0.018306374549865723,0.019123879571755726,SUPPORTS,135.76446533203125,8,24,raw8
I_shuffle,0.014307796955108643,54789,REFUTES,0.0209922194480896,0.016944653665026028,SUPPORTS,135.76446533203125,8,24,raw8
I_shuffle,0.013612588867545128,56960,REFUTES,0.01980658434331417,0.016857078298926353,SUPPORTS,135.76446533203125,8,24,raw8
I_shuffle,0.011080185882747173,155125,REFUTES,0.015785178169608116,0.01454958226531744,SUPPORTS,135.76446533203125,8,24,raw8
I_shuffle,0.010654489509761333,84675,REFUTES,0.017008423805236816,0.012528289730350176,SUPPORTS,135.76446533203125,8,24,raw8
I_shuffle,0.020490288734436035,64471,NOT_ENOUGH_INFO,0.02001383528113365,0.022442614659667015,SUPPORTS,135.76446533203125,8,24,raw8
I_shuffle,0.020876150578260422,23835,NOT_ENOUGH_INFO,0.019933979958295822,0.023840203260382015,SUPPORTS,135.76446533203125,8,24,raw8
I_shuffle,0.022248705849051476,132244,NOT_ENOUGH_INFO,0.019655173644423485,0.02315441332757473,SUPPORTS,135.76446533203125,8,24,raw8
I_shuffle,0.024563830345869064,39959,NOT_ENOUGH_INFO,0.01918838918209076,0.026192290087540943,SUPPORTS,135.76446533203125,8,24,raw8
I_zero,0.001889462349936366,226458,SUPPORTS,0.002129209693521261,0.0017727270799999435,SUPPORTS,0.0,8,24,raw8
I_zero,0.0073038144037127495,78516,SUPPORTS,0.007966245524585247,0.0066084666177630424,SUPPORTS,0.0,8,24,raw8
I_zero,0.003526548622176051,28788,SUPPORTS,0.0037011108361184597,0.0031375323111812272,SUPPORTS,0.0,8,24,raw8
I_zero,0.0032637915574014187,117767,SUPPORTS,0.003378838300704956,0.002954495915522178,SUPPORTS,0.0,8,24,raw8
I_zero,0.0036671559792011976,54789,REFUTES,0.003387888427823782,0.0030390343939264617,SUPPORTS,0.0,8,24,raw8
I_zero,0.003106537042185664,56960,REFUTES,0.003211816307157278,0.0027828929790606103,SUPPORTS,0.0,8,24,raw8
I_zero,0.006073395721614361,155125,REFUTES,0.005002161022275686,0.004704395309090614,SUPPORTS,0.0,8,24,raw8
I_zero,0.007717162370681763,84675,REFUTES,0.006831656210124493,0.006317810155451298,SUPPORTS,0.0,8,24,raw8
I_zero,0.0066912174224853516,64471,NOT_ENOUGH_INFO,0.004303823225200176,0.005657242611050606,SUPPORTS,0.0,8,24,raw8
I_zero,0.00843053124845028,23835,NOT_ENOUGH_INFO,0.005279978271573782,0.007106589308629434,SUPPORTS,0.0,8,24,raw8
I_zero,0.013356953859329224,132244,NOT_ENOUGH_INFO,0.007828092202544212,0.01064169593155384,SUPPORTS,0.0,8,24,raw8
I_zero,0.008922656998038292,39959,NOT_ENOUGH_INFO,0.005191110074520111,0.0073966725418965025,SUPPORTS,0.0,8,24,raw8
I_real,0.0007014076109044254,226458,SUPPORTS,0.0003605286474339664,0.0005875035421922803,SUPPORTS,135.76451110839844,8,32,raw8
I_real,0.0006438320269808173,78516,SUPPORTS,0.000560321263037622,0.0005861290652925769,SUPPORTS,135.76451110839844,8,32,raw8
I_real,0.0007467971881851554,28788,SUPPORTS,0.0007844783249311149,0.0006701416568830609,SUPPORTS,135.76451110839844,8,32,raw8
I_real,0.004199815448373556,117767,SUPPORTS,0.0038007954135537148,0.0035059168779601655,SUPPORTS,135.76451110839844,8,32,raw8
I_real,0.0017886784626170993,54789,REFUTES,0.003581864293664694,0.0024210057454183698,SUPPORTS,135.76451110839844,8,32,raw8
I_real,0.001227374654263258,56960,REFUTES,0.0020856261253356934,0.001574158629712959,SUPPORTS,135.76451110839844,8,32,raw8
I_real,0.002715902402997017,155125,REFUTES,0.003098574932664633,0.0025670380176355443,SUPPORTS,135.76451110839844,8,32,raw8
I_real,0.0012259907089173794,84675,REFUTES,0.0014343492221087217,0.0012819431722164154,SUPPORTS,135.76451110839844,8,32,raw8
I_real,0.0003812431823462248,64471,NOT_ENOUGH_INFO,0.0009325722930952907,0.0007772503498320779,SUPPORTS,135.76451110839844,8,32,raw8
I_real,0.00016628412413410842,23835,NOT_ENOUGH_INFO,0.00024602850317023695,0.0002809690486174077,SUPPORTS,135.76451110839844,8,32,raw8
I_real,0.00046365667367354035,132244,NOT_ENOUGH_INFO,0.0020040811505168676,0.0010972739158508678,SUPPORTS,135.76451110839844,8,32,raw8
I_real,0.0007945235702209175,39959,NOT_ENOUGH_INFO,0.0019874488934874535,0.001194401391937087,SUPPORTS,135.76451110839844,8,32,raw8
I_shuffle,0.014994621276855469,226458,SUPPORTS,0.013065020553767681,0.013296750063697496,SUPPORTS,135.7644805908203,8,32,raw8
I_shuffle,0.012908796779811382,78516,SUPPORTS,0.012384812347590923,0.011062748109300932,SUPPORTS,135.7644805908203,8,32,raw8
I_shuffle,0.013270735740661621,28788,SUPPORTS,0.011035442352294922,0.012040455515185991,SUPPORTS,135.7644805908203,8,32,raw8
I_shuffle,0.013169368728995323,117767,SUPPORTS,0.012214700691401958,0.01172770777096351,SUPPORTS,135.7644805908203,8,32,raw8
I_shuffle,0.0111516322940588,54789,REFUTES,0.012003958225250244,0.010968071098128954,SUPPORTS,135.7644805908203,8,32,raw8
I_shuffle,0.010162393562495708,56960,REFUTES,0.010348677635192871,0.010328718461096287,SUPPORTS,135.7644805908203,8,32,raw8
I_shuffle,0.007752418518066406,155125,REFUTES,0.00918231438845396,0.009207316053410372,SUPPORTS,135.7644805908203,8,32,raw8
I_shuffle,0.009178241714835167,84675,REFUTES,0.01312345266342163,0.010256475458542505,SUPPORTS,135.7644805908203,8,32,raw8
I_shuffle,0.01146300695836544,64471,NOT_ENOUGH_INFO,0.01033876370638609,0.01190554474790891,SUPPORTS,135.7644805908203,8,32,raw8
I_shuffle,0.011805891990661621,23835,NOT_ENOUGH_INFO,0.011149677447974682,0.013175127717355887,SUPPORTS,135.7644805908203,8,32,raw8
I_shuffle,0.012708684429526329,132244,NOT_ENOUGH_INFO,0.010694707743823528,0.012602808264394602,SUPPORTS,135.7644805908203,8,32,raw8
I_shuffle,0.014439305290579796,39959,NOT_ENOUGH_INFO,0.01000315509736538,0.0151688481370608,SUPPORTS,135.7644805908203,8,32,raw8
I_zero,0.001889462349936366,226458,SUPPORTS,0.002129209693521261,0.0017727270799999435,SUPPORTS,0.0,8,32,raw8
I_zero,0.0073038144037127495,78516,SUPPORTS,0.007966245524585247,0.0066084666177630424,SUPPORTS,0.0,8,32,raw8
I_zero,0.003526548622176051,28788,SUPPORTS,0.0037011108361184597,0.0031375323111812272,SUPPORTS,0.0,8,32,raw8
I_zero,0.0032637915574014187,117767,SUPPORTS,0.003378838300704956,0.002954495915522178,SUPPORTS,0.0,8,32,raw8
I_zero,0.0036671559792011976,54789,REFUTES,0.003387888427823782,0.0030390343939264617,SUPPORTS,0.0,8,32,raw8
I_zero,0.003106537042185664,56960,REFUTES,0.003211816307157278,0.0027828929790606103,SUPPORTS,0.0,8,32,raw8
I_zero,0.006073395721614361,155125,REFUTES,0.005002161022275686,0.004704395309090614,SUPPORTS,0.0,8,32,raw8
I_zero,0.007717162370681763,84675,REFUTES,0.006831656210124493,0.006317810155451298,SUPPORTS,0.0,8,32,raw8
I_zero,0.0066912174224853516,64471,NOT_ENOUGH_INFO,0.004303823225200176,0.005657242611050606,SUPPORTS,0.0,8,32,raw8
I_zero,0.00843053124845028,23835,NOT_ENOUGH_INFO,0.005279978271573782,0.007106589308629434,SUPPORTS,0.0,8,32,raw8
I_zero,0.013356953859329224,132244,NOT_ENOUGH_INFO,0.007828092202544212,0.01064169593155384,SUPPORTS,0.0,8,32,raw8
I_zero,0.008922656998038292,39959,NOT_ENOUGH_INFO,0.005191110074520111,0.0073966725418965025,SUPPORTS,0.0,8,32,raw8
I_real,0.0007193784113042057,226458,SUPPORTS,0.0003452287055552006,0.0005605702560084561,SUPPORTS,135.7644805908203,8,48,raw8
I_real,0.0008731856942176819,78516,SUPPORTS,0.0008311135461553931,0.0009074750899647673,SUPPORTS,135.7644805908203,8,48,raw8
I_real,0.0005058221286162734,28788,SUPPORTS,0.0004965553525835276,0.0004503668654554834,SUPPORTS,135.7644805908203,8,48,raw8
I_real,0.0029413006268441677,117767,SUPPORTS,0.002549994271248579,0.0024460507556796074,SUPPORTS,135.7644805908203,8,48,raw8
I_real,0.0024408805184066296,54789,REFUTES,0.004803969990462065,0.003907393043239911,SUPPORTS,135.7644805908203,8,48,raw8
I_real,0.002649265108630061,56960,REFUTES,0.0030706129036843777,0.00251790729817003,SUPPORTS,135.7644805908203,8,48,raw8
I_real,0.002210196340456605,155125,REFUTES,0.0026806420646607876,0.002074306132271886,SUPPORTS,135.7644805908203,8,48,raw8
I_real,0.0010111824376508594,84675,REFUTES,0.0011460818350315094,0.0010314885682115953,SUPPORTS,135.7644805908203,8,48,raw8
I_real,0.0002815096522681415,64471,NOT_ENOUGH_INFO,0.0007224806468002498,0.0005847864667885005,SUPPORTS,135.7644805908203,8,48,raw8
I_real,0.0002660728932823986,23835,NOT_ENOUGH_INFO,0.00044427026296034455,0.0004232782036221276,SUPPORTS,135.7644805908203,8,48,raw8
I_real,0.0003609547857195139,132244,NOT_ENOUGH_INFO,0.0021455863025039434,0.0010401190569003422,SUPPORTS,135.7644805908203,8,48,raw8
I_real,0.0007024744991213083,39959,NOT_ENOUGH_INFO,0.0027182712219655514,0.0014508686726912856,SUPPORTS,135.7644805908203,8,48,raw8
I_shuffle,0.017400503158569336,226458,SUPPORTS,0.014642119407653809,0.015177380914489428,SUPPORTS,135.7644805908203,8,48,raw8
I_shuffle,0.013785084709525108,78516,SUPPORTS,0.0129713024944067,0.01157227624207735,SUPPORTS,135.7644805908203,8,48,raw8
I_shuffle,0.014497041702270508,28788,SUPPORTS,0.011922240257263184,0.013008139406641325,SUPPORTS,135.7644805908203,8,48,raw8
I_shuffle,0.014604191295802593,117767,SUPPORTS,0.013905366882681847,0.013209527047971884,SUPPORTS,135.7644805908203,8,48,raw8
I_shuffle,0.011469940654933453,54789,REFUTES,0.0139656662940979,0.011992017738521099,SUPPORTS,135.7644805908203,8,48,raw8
I_shuffle,0.010902643203735352,56960,REFUTES,0.01264721155166626,0.011579379439353943,SUPPORTS,135.7644805908203,8,48,raw8
I_shuffle,0.0085524320602417,155125,REFUTES,0.009932279586791992,0.010114088033636412,SUPPORTS,135.7644805908203,8,48,raw8
