alignment_examples,bucket,content_alignment_rate,examples,margin_band,mean_delta_branch,mean_delta_candidate_total,mean_delta_content,mean_delta_shared,population,shared_effect_bucket,weighted_content_alignment
20,stubborn_wrong_story_context,0.35,20,ALL,-4.76837158203125e-06,-4.673004150390625e-06,9.5367431640625e-08,-0.00527501106262207,all,ALL,9.536743097669116e-08
20,stubborn_wrong_story_context,0.35,20,far_negative,-4.76837158203125e-06,-4.673004150390625e-06,9.5367431640625e-08,-0.00527501106262207,all,ALL,9.536743097669116e-08
20,stubborn_wrong_story_context,0.35,20,ALL,-4.76837158203125e-06,-4.673004150390625e-06,9.5367431640625e-08,-0.00527501106262207,all,shared_neutral,9.536743097669116e-08
20,stubborn_wrong_story_context,0.35,20,far_negative,-4.76837158203125e-06,-4.673004150390625e-06,9.5367431640625e-08,-0.00527501106262207,all,shared_neutral,9.536743097669116e-08
80,ALL,0.3375,80,ALL,0.00043697357177734374,0.000437241792678833,2.682209014892578e-07,-0.0005902826786041259,base_wrong,ALL,2.6822090017237384e-07
80,ALL,0.3375,80,far_negative,0.00043697357177734374,0.000437241792678833,2.682209014892578e-07,-0.0005902826786041259,base_wrong,ALL,2.6822090017237384e-07
80,ALL,0.3375,80,ALL,0.00043697357177734374,0.000437241792678833,2.682209014892578e-07,-0.0005902826786041259,base_wrong,shared_neutral,2.6822090017237384e-07
80,ALL,0.3375,80,far_negative,0.00043697357177734374,0.000437241792678833,2.682209014892578e-07,-0.0005902826786041259,base_wrong,shared_neutral,2.6822090017237384e-07
40,improving_but_unflipped,0.35,40,ALL,0.00016521215438842775,0.00016542673110961915,2.1457672119140626e-07,0.005002832412719727,base_wrong,ALL,2.1457671953216972e-07
40,improving_but_unflipped,0.35,40,far_negative,0.00016521215438842775,0.00016542673110961915,2.1457672119140626e-07,0.005002832412719727,base_wrong,ALL,2.1457671953216972e-07
40,improving_but_unflipped,0.35,40,ALL,0.00016521215438842775,0.00016542673110961915,2.1457672119140626e-07,0.005002832412719727,base_wrong,shared_neutral,2.1457671953216972e-07
40,improving_but_unflipped,0.35,40,far_negative,0.00016521215438842775,0.00016542673110961915,2.1457672119140626e-07,0.005002832412719727,base_wrong,shared_neutral,2.1457671953216972e-07
20,stubborn_wrong_other,0.3,20,ALL,0.0014222383499145508,0.0014227867126464845,5.483627319335937e-07,-0.007091784477233886,base_wrong,ALL,5.483627306484647e-07
20,stubborn_wrong_other,0.3,20,far_negative,0.0014222383499145508,0.0014227867126464845,5.483627319335937e-07,-0.007091784477233886,base_wrong,ALL,5.483627306484647e-07
20,stubborn_wrong_other,0.3,20,ALL,0.0014222383499145508,0.0014227867126464845,5.483627319335937e-07,-0.007091784477233886,base_wrong,shared_neutral,5.483627306484647e-07
20,stubborn_wrong_other,0.3,20,far_negative,0.0014222383499145508,0.0014227867126464845,5.483627319335937e-07,-0.007091784477233886,base_wrong,shared_neutral,5.483627306484647e-07
20,stubborn_wrong_story_context,0.35,20,ALL,-4.76837158203125e-06,-4.673004150390625e-06,9.5367431640625e-08,-0.00527501106262207,base_wrong,ALL,9.536743097669116e-08
20,stubborn_wrong_story_context,0.35,20,far_negative,-4.76837158203125e-06,-4.673004150390625e-06,9.5367431640625e-08,-0.00527501106262207,base_wrong,ALL,9.536743097669116e-08
20,stubborn_wrong_story_context,0.35,20,ALL,-4.76837158203125e-06,-4.673004150390625e-06,9.5367431640625e-08,-0.00527501106262207,base_wrong,shared_neutral,9.536743097669116e-08
20,stubborn_wrong_story_context,0.35,20,far_negative,-4.76837158203125e-06,-4.673004150390625e-06,9.5367431640625e-08,-0.00527501106262207,base_wrong,shared_neutral,9.536743097669116e-08
80,ALL,0.3375,80,ALL,0.00043697357177734374,0.000437241792678833,2.682209014892578e-07,-0.0005902826786041259,shared_wrong,ALL,2.6822090017237384e-07
80,ALL,0.3375,80,far_negative,0.00043697357177734374,0.000437241792678833,2.682209014892578e-07,-0.0005902826786041259,shared_wrong,ALL,2.6822090017237384e-07
80,ALL,0.3375,80,ALL,0.00043697357177734374,0.000437241792678833,2.682209014892578e-07,-0.0005902826786041259,shared_wrong,shared_neutral,2.6822090017237384e-07
80,ALL,0.3375,80,far_negative,0.00043697357177734374,0.000437241792678833,2.682209014892578e-07,-0.0005902826786041259,shared_wrong,shared_neutral,2.6822090017237384e-07
40,improving_but_unflipped,0.35,40,ALL,0.00016521215438842775,0.00016542673110961915,2.1457672119140626e-07,0.005002832412719727,shared_wrong,ALL,2.1457671953216972e-07
40,improving_but_unflipped,0.35,40,far_negative,0.00016521215438842775,0.00016542673110961915,2.1457672119140626e-07,0.005002832412719727,shared_wrong,ALL,2.1457671953216972e-07
40,improving_but_unflipped,0.35,40,ALL,0.00016521215438842775,0.00016542673110961915,2.1457672119140626e-07,0.005002832412719727,shared_wrong,shared_neutral,2.1457671953216972e-07
40,improving_but_unflipped,0.35,40,far_negative,0.00016521215438842775,0.00016542673110961915,2.1457672119140626e-07,0.005002832412719727,shared_wrong,shared_neutral,2.1457671953216972e-07
20,stubborn_wrong_other,0.3,20,ALL,0.0014222383499145508,0.0014227867126464845,5.483627319335937e-07,-0.007091784477233886,shared_wrong,ALL,5.483627306484647e-07
20,stubborn_wrong_other,0.3,20,far_negative,0.0014222383499145508,0.0014227867126464845,5.483627319335937e-07,-0.007091784477233886,shared_wrong,ALL,5.483627306484647e-07
20,stubborn_wrong_other,0.3,20,ALL,0.0014222383499145508,0.0014227867126464845,5.483627319335937e-07,-0.007091784477233886,shared_wrong,shared_neutral,5.483627306484647e-07
20,stubborn_wrong_other,0.3,20,far_negative,0.0014222383499145508,0.0014227867126464845,5.483627319335937e-07,-0.007091784477233886,shared_wrong,shared_neutral,5.483627306484647e-07
20,stubborn_wrong_story_context,0.35,20,ALL,-4.76837158203125e-06,-4.673004150390625e-06,9.5367431640625e-08,-0.00527501106262207,shared_wrong,ALL,9.536743097669116e-08
20,stubborn_wrong_story_context,0.35,20,far_negative,-4.76837158203125e-06,-4.673004150390625e-06,9.5367431640625e-08,-0.00527501106262207,shared_wrong,ALL,9.536743097669116e-08
20,stubborn_wrong_story_context,0.35,20,ALL,-4.76837158203125e-06,-4.673004150390625e-06,9.5367431640625e-08,-0.00527501106262207,shared_wrong,shared_neutral,9.536743097669116e-08
20,stubborn_wrong_story_context,0.35,20,far_negative,-4.76837158203125e-06,-4.673004150390625e-06,9.5367431640625e-08,-0.00527501106262207,shared_wrong,shared_neutral,9.536743097669116e-08
