arm_alias,layer_index,loss,prefix_hidden_l2,prefix_hidden_slot_norm_max,prefix_hidden_slot_norm_mean,prefix_hidden_slot_norm_std,prefix_l2,prefix_projector_grad_norm,prefix_slot_norm_max,prefix_slot_norm_mean,prefix_slot_norm_std,prefix_tokens,projected_k_l2,projected_v_l2,row_type,step,suite,total_grad_norm_pre_clip,writer_grad_norm,writer_memory_l2,writer_slot_norm_max,writer_slot_norm_mean,writer_slot_norm_std
I_zero,27,,0.0,0.0,0.0,0.0,,,,,,8.0,42.11817169189453,28.961502075195312,snapshot_layer,4,phase2-selected,,,,,,
I_real,,,,,,,74.4949722290039,,12.180941581726074,11.772710800170898,0.375445693731308,8.0,,,snapshot_aggregate,8,phase2-selected,,,117.7492904663086,41.63066482543945,41.63066101074219,1.3486991292666062e-06
I_real,0,,34.45420837402344,12.180941581726074,12.180939674377441,1.118282284551242e-06,,,,,,8.0,3115.092529296875,19.476041793823242,snapshot_layer,8,phase2-selected,,,,,,
I_real,7,,32.74519729614258,11.577507019042969,11.577506065368652,4.76837158203125e-07,,,,,,8.0,142.90420532226562,37.045467376708984,snapshot_layer,8,phase2-selected,,,,,,
I_real,14,,31.491147994995117,11.133166313171387,11.13316535949707,7.539457556049456e-07,,,,,,8.0,113.53700256347656,63.97002029418945,snapshot_layer,8,phase2-selected,,,,,,
I_real,21,,33.88239669799805,11.980286598205566,11.98028564453125,3.3717478231665154e-07,,,,,,8.0,67.60677337646484,80.83008575439453,snapshot_layer,8,phase2-selected,,,,,,
I_real,27,,33.915958404541016,11.991653442382812,11.991653442382812,3.3717478231665154e-07,,,,,,8.0,79.70423126220703,186.86549377441406,snapshot_layer,8,phase2-selected,,,,,,
I_shuffle,,,,,,,74.28108978271484,,12.03045654296875,11.74376106262207,0.16149784624576569,8.0,,,snapshot_aggregate,8,phase2-selected,,,117.7492904663086,41.63066482543945,41.63066101074219,3.303624680484063e-06
I_shuffle,0,,33.07223892211914,11.692508697509766,11.692506790161133,1.6858739400049672e-06,,,,,,8.0,3122.816650390625,18.491971969604492,snapshot_layer,8,phase2-selected,,,,,,
I_shuffle,7,,32.884117126464844,11.625360488891602,11.625359535217285,9.5367431640625e-07,,,,,,8.0,142.19381713867188,39.571807861328125,snapshot_layer,8,phase2-selected,,,,,,
I_shuffle,14,,34.029544830322266,12.03045654296875,12.03045654296875,5.840038852511498e-07,,,,,,8.0,125.35041046142578,74.99323272705078,snapshot_layer,8,phase2-selected,,,,,,
I_shuffle,21,,32.7373161315918,11.574068069458008,11.574067115783691,8.920806635615008e-07,,,,,,8.0,63.36605453491211,86.72380828857422,snapshot_layer,8,phase2-selected,,,,,,
I_shuffle,27,,33.366783142089844,11.796415328979492,11.796415328979492,8.259061701210157e-07,,,,,,8.0,77.12659454345703,243.53750610351562,snapshot_layer,8,phase2-selected,,,,,,
I_zero,,,,,,,0.0,,0.0,0.0,0.0,8.0,,,snapshot_aggregate,8,phase2-selected,,,0.0,0.0,0.0,0.0
I_zero,0,,0.0,0.0,0.0,0.0,,,,,,8.0,3118.994384765625,10.266121864318848,snapshot_layer,8,phase2-selected,,,,,,
I_zero,7,,0.0,0.0,0.0,0.0,,,,,,8.0,138.72927856445312,5.444733619689941,snapshot_layer,8,phase2-selected,,,,,,
I_zero,14,,0.0,0.0,0.0,0.0,,,,,,8.0,25.89426612854004,5.364916801452637,snapshot_layer,8,phase2-selected,,,,,,
I_zero,21,,0.0,0.0,0.0,0.0,,,,,,8.0,30.194124221801758,11.934253692626953,snapshot_layer,8,phase2-selected,,,,,,
I_zero,27,,0.0,0.0,0.0,0.0,,,,,,8.0,42.11817169189453,28.961502075195312,snapshot_layer,8,phase2-selected,,,,,,
I_real,,,,,,,103.37078857421875,,16.988014221191406,16.33418083190918,0.5769615173339844,8.0,,,snapshot_aggregate,16,phase2-selected,,,117.75028991699219,41.631011962890625,41.631011962890625,1.9073486328125e-06
I_real,0,,48.04869842529297,16.988014221191406,16.988014221191406,0.0,,,,,,8.0,3112.557373046875,20.561201095581055,snapshot_layer,16,phase2-selected,,,,,,
I_real,7,,45.38228225708008,16.044456481933594,16.044456481933594,0.0,,,,,,8.0,143.1107177734375,40.54443359375,snapshot_layer,16,phase2-selected,,,,,,
I_real,14,,43.42493438720703,15.3538236618042,15.353821754455566,8.920806635615008e-07,,,,,,8.0,123.22130584716797,67.76516723632812,snapshot_layer,16,phase2-selected,,,,,,
I_real,21,,47.158512115478516,16.67392921447754,16.673927307128906,1.1680077705022995e-06,,,,,,8.0,74.61568450927734,88.76152038574219,snapshot_layer,16,phase2-selected,,,,,,
I_real,27,,46.974674224853516,16.610685348510742,16.610685348510742,1.7841613271230017e-06,,,,,,8.0,83.13578796386719,185.39117431640625,snapshot_layer,16,phase2-selected,,,,,,
I_shuffle,,,,,,,102.5944595336914,,16.495447158813477,16.220335006713867,0.2025960087776184,8.0,,,snapshot_aggregate,16,phase2-selected,,,117.74943542480469,41.6307258605957,41.6307258605957,0.0
I_shuffle,0,,46.26184844970703,16.35590362548828,16.35590362548828,0.0,,,,,,8.0,3124.479736328125,19.949935913085938,snapshot_layer,16,phase2-selected,,,,,,
I_shuffle,7,,45.288700103759766,16.013507843017578,16.013505935668945,1.7841613271230017e-06,,,,,,8.0,143.54685974121094,43.173824310302734,snapshot_layer,16,phase2-selected,,,,,,
I_shuffle,14,,46.65976333618164,16.495447158813477,16.495445251464844,9.5367431640625e-07,,,,,,8.0,143.7056427001953,79.9209976196289,snapshot_layer,16,phase2-selected,,,,,,
I_shuffle,21,,45.151065826416016,15.964127540588379,15.964126586914062,6.743495646333031e-07,,,,,,8.0,70.47624206542969,99.07605743408203,snapshot_layer,16,phase2-selected,,,,,,
I_shuffle,27,,46.02377700805664,16.272686004638672,16.272687911987305,1.9073486328125e-06,,,,,,8.0,82.92369079589844,252.47613525390625,snapshot_layer,16,phase2-selected,,,,,,
I_zero,,,,,,,0.0,,0.0,0.0,0.0,8.0,,,snapshot_aggregate,16,phase2-selected,,,0.0,0.0,0.0,0.0
I_zero,0,,0.0,0.0,0.0,0.0,,,,,,8.0,3118.994384765625,10.266121864318848,snapshot_layer,16,phase2-selected,,,,,,
I_zero,7,,0.0,0.0,0.0,0.0,,,,,,8.0,138.72927856445312,5.444733619689941,snapshot_layer,16,phase2-selected,,,,,,
I_zero,14,,0.0,0.0,0.0,0.0,,,,,,8.0,25.89426612854004,5.364916801452637,snapshot_layer,16,phase2-selected,,,,,,
I_zero,21,,0.0,0.0,0.0,0.0,,,,,,8.0,30.194124221801758,11.934253692626953,snapshot_layer,16,phase2-selected,,,,,,
I_zero,27,,0.0,0.0,0.0,0.0,,,,,,8.0,42.11817169189453,28.961502075195312,snapshot_layer,16,phase2-selected,,,,,,
I_real,,,,,,,125.2791748046875,,20.6592960357666,19.794214248657227,0.7490956783294678,8.0,,,snapshot_aggregate,32,phase2-selected,,,117.75145721435547,41.63142776489258,41.63142395019531,1.9073486328125e-06
I_real,0,,58.43325424194336,20.6592960357666,20.6592960357666,0.0,,,,,,8.0,3114.671630859375,21.271282196044922,snapshot_layer,32,phase2-selected,,,,,,
I_real,7,,54.91891098022461,19.41650390625,19.41650390625,6.743495646333031e-07,,,,,,8.0,143.1382293701172,42.990596771240234,snapshot_layer,32,phase2-selected,,,,,,
I_real,14,,52.418338775634766,18.53304672241211,18.53304672241211,1.7841613271230017e-06,,,,,,8.0,129.76246643066406,70.75312042236328,snapshot_layer,32,phase2-selected,,,,,,
I_real,21,,57.4044075012207,20.292377471923828,20.292375564575195,1.9073486328125e-06,,,,,,8.0,78.9817886352539,94.56477355957031,snapshot_layer,32,phase2-selected,,,,,,
I_real,27,,56.76700210571289,20.06985092163086,20.069852828979492,1.9073486328125e-06,,,,,,8.0,85.46075439453125,186.35423278808594,snapshot_layer,32,phase2-selected,,,,,,
I_shuffle,,,,,,,124.06922149658203,,19.96521759033203,19.615121841430664,0.27720415592193604,8.0,,,snapshot_aggregate,32,phase2-selected,,,117.7508316040039,41.6312141418457,41.6312141418457,0.0
I_shuffle,0,,56.469573974609375,19.96521759033203,19.9652156829834,6.743495646333031e-07,,,,,,8.0,3126.089111328125,20.91118621826172,snapshot_layer,32,phase2-selected,,,,,,
I_shuffle,7,,54.61974334716797,19.31329917907715,19.313297271728516,6.743495646333031e-07,,,,,,8.0,144.007080078125,45.59333801269531,snapshot_layer,32,phase2-selected,,,,,,
I_shuffle,14,,56.13076400756836,19.843706130981445,19.843704223632812,6.743495646333031e-07,,,,,,8.0,154.6589813232422,83.09688568115234,snapshot_layer,32,phase2-selected,,,,,,
I_shuffle,21,,54.52657699584961,19.276729583740234,19.2767276763916,1.1680077705022995e-06,,,,,,8.0,74.93292999267578,106.49876403808594,snapshot_layer,32,phase2-selected,,,,,,
I_shuffle,27,,55.650882720947266,19.676660537719727,19.676658630371094,6.743495646333031e-07,,,,,,8.0,86.41250610351562,257.8927001953125,snapshot_layer,32,phase2-selected,,,,,,
I_zero,,,,,,,0.0,,0.0,0.0,0.0,8.0,,,snapshot_aggregate,32,phase2-selected,,,0.0,0.0,0.0,0.0
I_zero,0,,0.0,0.0,0.0,0.0,,,,,,8.0,3118.994384765625,10.266121864318848,snapshot_layer,32,phase2-selected,,,,,,
I_zero,7,,0.0,0.0,0.0,0.0,,,,,,8.0,138.72927856445312,5.444733619689941,snapshot_layer,32,phase2-selected,,,,,,
I_zero,14,,0.0,0.0,0.0,0.0,,,,,,8.0,25.89426612854004,5.364916801452637,snapshot_layer,32,phase2-selected,,,,,,
I_zero,21,,0.0,0.0,0.0,0.0,,,,,,8.0,30.194124221801758,11.934253692626953,snapshot_layer,32,phase2-selected,,,,,,
I_zero,27,,0.0,0.0,0.0,0.0,,,,,,8.0,42.11817169189453,28.961502075195312,snapshot_layer,32,phase2-selected,,,,,,
I_real,,,,,,,130.50059509277344,,21.536317825317383,20.618738174438477,0.7922353744506836,8.0,,,snapshot_aggregate,48,phase2-selected,,,117.75153350830078,41.6314582824707,41.6314582824707,1.3486991292666062e-06
I_real,0,,60.91465377807617,21.536317825317383,21.53631591796875,1.3486991292666062e-06,,,,,,8.0,3114.892578125,21.465595245361328,snapshot_layer,48,phase2-selected,,,,,,
I_real,7,,57.188758850097656,20.2202205657959,20.220218658447266,1.5078915112098912e-06,,,,,,8.0,143.36451721191406,43.532936096191406,snapshot_layer,48,phase2-selected,,,,,,
I_real,14,,54.5579719543457,19.28790855407715,19.287904739379883,2.7804144338006154e-06,,,,,,8.0,131.038818359375,71.43726348876953,snapshot_layer,48,phase2-selected,,,,,,
I_real,21,,59.84477233886719,21.16030502319336,21.16030502319336,1.5078915112098912e-06,,,,,,8.0,79.95149993896484,95.90715026855469,snapshot_layer,48,phase2-selected,,,,,,
I_real,27,,59.090335845947266,20.888948440551758,20.888946533203125,6.743495646333031e-07,,,,,,8.0,85.9501953125,186.54258728027344,snapshot_layer,48,phase2-selected,,,,,,
I_shuffle,,,,,,,129.26206970214844,,20.8768367767334,20.435741424560547,0.31317824125289917,8.0,,,snapshot_aggregate,48,phase2-selected,,,117.75126647949219,41.63136672973633,41.63136672973633,1.3486991292666062e-06
I_shuffle,0,,59.04922866821289,20.8768367767334,20.8768367767334,6.743495646333031e-07,,,,,,8.0,3125.719970703125,21.108366012573242,snapshot_layer,48,phase2-selected,,,,,,
I_shuffle,7,,56.869808197021484,20.107276916503906,20.107276916503906,0.0,,,,,,8.0,144.1783905029297,46.14362335205078,snapshot_layer,48,phase2-selected,,,,,,
I_shuffle,14,,58.42967987060547,20.655733108520508,20.655733108520508,6.743495646333031e-07,,,,,,8.0,156.97720336914062,83.88819122314453,snapshot_layer,48,phase2-selected,,,,,,
I_shuffle,21,,56.753807067871094,20.064205169677734,20.064207077026367,2.236564569102484e-06,,,,,,8.0,75.99163818359375,108.02068328857422,snapshot_layer,48,phase2-selected,,,,,,
I_shuffle,27,,57.91102981567383,20.474647521972656,20.474647521972656,1.3486991292666062e-06,,,,,,8.0,87.16482543945312,259.8005676269531,snapshot_layer,48,phase2-selected,,,,,,
I_zero,,,,,,,0.0,,0.0,0.0,0.0,8.0,,,snapshot_aggregate,48,phase2-selected,,,0.0,0.0,0.0,0.0
I_zero,0,,0.0,0.0,0.0,0.0,,,,,,8.0,3118.994384765625,10.266121864318848,snapshot_layer,48,phase2-selected,,,,,,
I_zero,7,,0.0,0.0,0.0,0.0,,,,,,8.0,138.72927856445312,5.444733619689941,snapshot_layer,48,phase2-selected,,,,,,
I_zero,14,,0.0,0.0,0.0,0.0,,,,,,8.0,25.89426612854004,5.364916801452637,snapshot_layer,48,phase2-selected,,,,,,
I_zero,21,,0.0,0.0,0.0,0.0,,,,,,8.0,30.194124221801758,11.934253692626953,snapshot_layer,48,phase2-selected,,,,,,
I_zero,27,,0.0,0.0,0.0,0.0,,,,,,8.0,42.11817169189453,28.961502075195312,snapshot_layer,48,phase2-selected,,,,,,
I_real,,,,,,,162.96376037597656,,27.098968505859375,25.746917724609375,1.014030933380127,8.0,,,snapshot_aggregate,64,phase2-selected,,,117.7607650756836,41.63471603393555,41.634708404541016,3.814697265625e-06
I_real,0,,75.42605590820312,26.668535232543945,26.668533325195312,6.743495646333031e-07,,,,,,8.0,3113.71142578125,25.192157745361328,snapshot_layer,64,phase2-selected,,,,,,
I_real,7,,69.58269500732422,24.60082244873047,24.60082244873047,9.5367431640625e-07,,,,,,8.0,141.2074737548828,44.71535873413086,snapshot_layer,64,phase2-selected,,,,,,
I_real,14,,69.79708099365234,24.67586898803711,24.67586898803711,1.3486991292666062e-06,,,,,,8.0,125.75765991210938,81.81129455566406,snapshot_layer,64,phase2-selected,,,,,,
I_real,21,,76.64936065673828,27.098968505859375,27.098968505859375,9.5367431640625e-07,,,,,,8.0,74.8674545288086,121.91597747802734,snapshot_layer,64,phase2-selected,,,,,,
I_real,27,,72.65506744384766,25.69039535522461,25.69039535522461,1.7841613271230017e-06,,,,,,8.0,99.70655059814453,221.76284790039062,snapshot_layer,64,phase2-selected,,,,,,
I_shuffle,,,,,,,144.64329528808594,,24.703664779663086,22.84861946105957,0.9918972849845886,8.0,,,snapshot_aggregate,64,phase2-selected,,,117.753173828125,41.632049560546875,41.632049560546875,0.0
I_shuffle,0,,64.61949157714844,22.84467887878418,22.84467887878418,0.0,,,,,,8.0,3124.915771484375,22.659488677978516,snapshot_layer,64,phase2-selected,,,,,,
I_shuffle,7,,61.5587158203125,21.764877319335938,21.764877319335938,1.7841613271230017e-06,,,,,,8.0,141.87571716308594,47.0073356628418,snapshot_layer,64,phase2-selected,,,,,,
I_shuffle,14,,63.732643127441406,22.53265953063965,22.532655715942383,2.236564569102484e-06,,,,,,8.0,156.48306274414062,93.5713119506836,snapshot_layer,64,phase2-selected,,,,,,
I_shuffle,21,,63.34770202636719,22.397214889526367,22.397214889526367,0.0,,,,,,8.0,83.89706420898438,109.2699966430664,snapshot_layer,64,phase2-selected,,,,,,
I_shuffle,27,,69.86570739746094,24.703664779663086,24.70366096496582,2.236564569102484e-06,,,,,,8.0,83.30555725097656,239.2686767578125,snapshot_layer,64,phase2-selected,,,,,,
I_zero,,,,,,,0.0,,0.0,0.0,0.0,8.0,,,snapshot_aggregate,64,phase2-selected,,,0.0,0.0,0.0,0.0
I_zero,0,,0.0,0.0,0.0,0.0,,,,,,8.0,3118.994384765625,10.266121864318848,snapshot_layer,64,phase2-selected,,,,,,
I_zero,7,,0.0,0.0,0.0,0.0,,,,,,8.0,138.72927856445312,5.444733619689941,snapshot_layer,64,phase2-selected,,,,,,
I_zero,14,,0.0,0.0,0.0,0.0,,,,,,8.0,25.89426612854004,5.364916801452637,snapshot_layer,64,phase2-selected,,,,,,
I_zero,21,,0.0,0.0,0.0,0.0,,,,,,8.0,30.194124221801758,11.934253692626953,snapshot_layer,64,phase2-selected,,,,,,
I_zero,27,,0.0,0.0,0.0,0.0,,,,,,8.0,42.11817169189453,28.961502075195312,snapshot_layer,64,phase2-selected,,,,,,
I_real,,,,,,,191.99998474121094,,32.27700424194336,30.300207138061523,1.8700928688049316,8.0,,,snapshot_aggregate,80,phase2-selected,,,117.77035522460938,41.63811111450195,41.63811111450195,0.0
I_real,0,,90.85404968261719,32.12468719482422,32.124691009521484,3.814697265625e-06,,,,,,8.0,3111.49658203125,27.3431453704834,snapshot_layer,80,phase2-selected,,,,,,
I_real,7,,77.60615539550781,27.43808937072754,27.438091278076172,2.236564569102484e-06,,,,,,8.0,141.2075958251953,47.906036376953125,snapshot_layer,80,phase2-selected,,,,,,
I_real,14,,81.83045959472656,28.931446075439453,28.93144416809082,1.1680077705022995e-06,,,,,,8.0,124.8912124633789,92.39984893798828,snapshot_layer,80,phase2-selected,,,,,,
I_real,21,,91.28362274169922,32.27700424194336,32.277000427246094,2.6973982585332124e-06,,,,,,8.0,74.1612548828125,141.4871063232422,snapshot_layer,80,phase2-selected,,,,,,
I_real,27,,86.91094970703125,30.72982406616211,30.72982406616211,2.7804144338006154e-06,,,,,,8.0,106.00814056396484,253.64559936523438,snapshot_layer,80,phase2-selected,,,,,,
I_shuffle,,,,,,,188.4463348388672,,33.31944274902344,29.726444244384766,2.034639835357666,8.0,,,snapshot_aggregate,80,phase2-selected,,,117.75992584228516,41.63441467285156,41.63441467285156,0.0
I_shuffle,0,,83.89128875732422,29.659595489501953,29.65959358215332,1.6518123402420315e-06,,,,,,8.0,3121.64306640625,23.550443649291992,snapshot_layer,80,phase2-selected,,,,,,
I_shuffle,7,,76.44100952148438,27.026165008544922,27.026165008544922,1.3486991292666062e-06,,,,,,8.0,142.80282592773438,47.55563735961914,snapshot_layer,80,phase2-selected,,,,,,
I_shuffle,14,,83.68999481201172,29.589336395263672,29.58933448791504,2.86102294921875e-06,,,,,,8.0,147.3678741455078,102.69804382324219,snapshot_layer,80,phase2-selected,,,,,,
I_shuffle,21,,82.12944030761719,29.037689208984375,29.037689208984375,9.5367431640625e-07,,,,,,8.0,96.7292251586914,115.02931213378906,snapshot_layer,80,phase2-selected,,,,,,
I_shuffle,27,,94.24333953857422,33.31944274902344,33.31944274902344,1.9073486328125e-06,,,,,,8.0,86.73445129394531,249.83619689941406,snapshot_layer,80,phase2-selected,,,,,,
I_zero,,,,,,,0.0,,0.0,0.0,0.0,8.0,,,snapshot_aggregate,80,phase2-selected,,,0.0,0.0,0.0,0.0
I_zero,0,,0.0,0.0,0.0,0.0,,,,,,8.0,3118.994384765625,10.266121864318848,snapshot_layer,80,phase2-selected,,,,,,
I_zero,7,,0.0,0.0,0.0,0.0,,,,,,8.0,138.72927856445312,5.444733619689941,snapshot_layer,80,phase2-selected,,,,,,
I_zero,14,,0.0,0.0,0.0,0.0,,,,,,8.0,25.89426612854004,5.364916801452637,snapshot_layer,80,phase2-selected,,,,,,
I_zero,21,,0.0,0.0,0.0,0.0,,,,,,8.0,30.194124221801758,11.934253692626953,snapshot_layer,80,phase2-selected,,,,,,
I_zero,27,,0.0,0.0,0.0,0.0,,,,,,8.0,42.11817169189453,28.961502075195312,snapshot_layer,80,phase2-selected,,,,,,
I_real,,,,,,,191.99986267089844,,32.53178405761719,30.288843154907227,2.0459306240081787,8.0,,,snapshot_aggregate,96,phase2-selected,,,117.7732162475586,41.63911819458008,41.63911819458008,0.0
I_real,0,,92.00287628173828,32.53178405761719,32.53178405761719,0.0,,,,,,8.0,3110.290771484375,27.445344924926758,snapshot_layer,96,phase2-selected,,,,,,
I_real,7,,76.84767150878906,27.1697998046875,27.1697998046875,0.0,,,,,,8.0,141.45181274414062,48.79449462890625,snapshot_layer,96,phase2-selected,,,,,,
I_real,14,,81.70756530761719,28.889719009399414,28.88971519470215,2.236564569102484e-06,,,,,,8.0,124.614990234375,94.43162536621094,snapshot_layer,96,phase2-selected,,,,,,
I_real,21,,91.43192291259766,32.32758712768555,32.327579498291016,5.046370006311918e-06,,,,,,8.0,74.20348358154297,144.44029235839844,snapshot_layer,96,phase2-selected,,,,,,
I_real,27,,86.33031463623047,30.52532958984375,30.52532958984375,2.336015541004599e-06,,,,,,8.0,107.53540802001953,265.3760986328125,snapshot_layer,96,phase2-selected,,,,,,
I_shuffle,,,,,,,191.9999542236328,,34.138389587402344,30.27678871154785,2.217195987701416,8.0,,,snapshot_aggregate,96,phase2-selected,,,117.76150512695312,41.63499069213867,41.63498306274414,4.473129138204968e-06
I_shuffle,0,,85.41848754882812,30.201690673828125,30.201690673828125,1.1680077705022995e-06,,,,,,8.0,3121.810546875,23.72517204284668,snapshot_layer,96,phase2-selected,,,,,,
I_shuffle,7,,77.0875015258789,27.254823684692383,27.25482177734375,2.6117447760043433e-06,,,,,,8.0,143.17185974121094,47.80551528930664,snapshot_layer,96,phase2-selected,,,,,,
I_shuffle,14,,85.53411102294922,30.239246368408203,30.23924446105957,1.7841613271230017e-06,,,,,,8.0,146.62002563476562,104.30115509033203,snapshot_layer,96,phase2-selected,,,,,,
I_shuffle,21,,83.57894134521484,29.54981231689453,29.549808502197266,1.6518123402420315e-06,,,,,,8.0,98.87217712402344,116.88569641113281,snapshot_layer,96,phase2-selected,,,,,,
