alignment_aux_active,alignment_aux_loss,alignment_aux_mode,arm_alias,fuser_grad_norm,layer_index,loss,memory_long_diversity_loss,memory_long_diversity_weight,memory_long_effective_rank,memory_long_l2,memory_long_slot_norm_max,memory_long_slot_norm_mean,memory_long_slot_norm_std,memory_long_slots,memory_short_diversity_loss,memory_short_diversity_weight,memory_short_effective_rank,memory_short_l2,memory_short_pairwise_cosine_mean,memory_short_slot_norm_max,memory_short_slot_norm_mean,memory_short_slot_norm_std,memory_short_slots,pilot_fuser_short_slots,pilot_memory_path_variant,pilot_projector_token_source,pilot_reader_context_mode,pilot_reader_num_queries,pilot_support_encoder_mode,pilot_trainable_variant,prefix_hidden_l2,prefix_hidden_slot_norm_max,prefix_hidden_slot_norm_mean,prefix_hidden_slot_norm_std,prefix_l2,prefix_projector_grad_norm,prefix_slot_norm_max,prefix_slot_norm_mean,prefix_slot_norm_std,prefix_tokens,projected_k_l2,projected_v_l2,reader_attention_diversity_loss,reader_attention_diversity_weight,reader_attention_entropy_max,reader_attention_entropy_mean,reader_attention_entropy_min,reader_attention_pairwise_cosine_mean,reader_grad_norm,reader_num_queries,reader_slot_count,reader_slot_coverage_fraction,row_type,step,suite,support_encoder_grad_norm,support_item_count,support_item_hidden_l2,support_item_hidden_norm_max,support_item_hidden_norm_mean,support_item_hidden_norm_std,total_grad_norm_pre_clip,writer_grad_norm,writer_memory_l2,writer_slot_norm_max,writer_slot_norm_mean,writer_slot_norm_std,writer_to_projector_grad_ratio
,,,I_shuffle,,21,,,,,,,,,,,,,,,,,,,,,,,,,,5.813405076011282,2.074288637911687,2.0552931085961763,0.015901346187122533,,,,,,8.0,63.004510222888385,74.50717188100346,,,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,
,,,I_shuffle,,27,,,,,,,,,,,,,,,,,,,,,,,,,,5.759674986854929,2.055501980859725,2.0362944192573673,0.01563854521659554,,,,,,8.0,80.82663639256212,209.7908745437372,,,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,
,,,I_zero,,,,,,,0.0,0.0,0.0,0.0,8.0,,,,0.0,0.0,0.0,0.0,0.0,8.0,8.0,two_level,short_slots,prompt_summary,4.0,pooled_block,,,,,,1.0339651107788086,,0.19069373607635498,0.16221855580806732,0.020303837954998016,8.0,,,,,1.473654492656351e-06,1.473654492656351e-06,1.473654492656351e-06,0.0,,4.0,8.0,0.0,snapshot_aggregate,0,phase2-selected,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,I_zero,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.3658159077167511,0.1293383687734604,0.1293383687734604,0.0,,,,,,8.0,3114.328125,28.998764038085938,,,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,
,,,I_zero,,7,,,,,,,,,,,,,,,,,,,,,,,,,,0.47687867283821106,0.16861988604068756,0.16861988604068756,0.0,,,,,,8.0,157.56387329101562,73.55593872070312,,,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,
,,,I_zero,,14,,,,,,,,,,,,,,,,,,,,,,,,,,0.43352773785591125,0.15327315032482147,0.15327315032482147,0.0,,,,,,8.0,160.98196411132812,125.93059539794922,,,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,
,,,I_zero,,21,,,,,,,,,,,,,,,,,,,,,,,,,,0.4784393608570099,0.16916759312152863,0.16916760802268982,1.4901161193847656e-08,,,,,,8.0,91.95962524414062,117.7429428100586,,,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,
,,,I_zero,,27,,,,,,,,,,,,,,,,,,,,,,,,,,0.5393219590187073,0.19069373607635498,0.19069373607635498,0.0,,,,,,8.0,126.75918579101562,214.1256866455078,,,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,
,,,I_real,,,,,,,117.72770690917969,41.623023986816406,41.62302017211914,3.814697265625e-06,8.0,,,,110.85800045826396,0.9996246939799824,39.194231815025454,39.1942234977347,5.040889186229982e-06,8.0,8.0,two_level,short_slots,prompt_summary,4.0,structured_support_set,,,,,,40.60200337894627,,6.665326736012443,6.418699397415411,0.11565899800081722,8.0,,,,,2.079441547393799,2.079441547393799,2.079441547393799,1.0,,4.0,8.0,0.4344262295081967,snapshot_aggregate,2,phase2-selected,,6.0,96.10037994384766,39.23456954956055,39.23281478881836,0.00139412353746593,,,117.72770690917969,41.623023986816406,41.62302017211914,3.814697265625e-06,
,,,I_real,,0,,,,,,,,,,,,,,,,,,,,,,,,,,18.079465490872742,6.414424356867055,6.392072599442279,0.011774755357841,,,,,,8.0,3118.4740370453383,17.688453486708344,,,,,,,,,,,snapshot_layer,2,phase2-selected,,,,,,,,,,,,,
,,,I_real,,7,,,,,,,,,,,,,,,,,,,,,,,,,,17.925236373651224,6.359054854658783,6.337533130020391,0.011796656186829825,,,,,,8.0,146.64688335481236,32.93927721117364,,,,,,,,,,,snapshot_layer,2,phase2-selected,,,,,,,,,,,,,
,,,I_real,,14,,,,,,,,,,,,,,,,,,,,,,,,,,18.791297912597656,6.665326736012443,6.643701561161729,0.012037758501704599,,,,,,8.0,80.67729262054944,62.172916099673415,,,,,,,,,,,snapshot_layer,2,phase2-selected,,,,,,,,,,,,,
,,,I_real,,21,,,,,,,,,,,,,,,,,,,,,,,,,,18.06199986817407,6.406756799729144,6.385900622508565,0.011602857882981418,,,,,,8.0,60.26110721025311,67.51878081775102,,,,,,,,,,,snapshot_layer,2,phase2-selected,,,,,,,,,,,,,
,,,I_real,,27,,,,,,,,,,,,,,,,,,,,,,,,,,17.91605258378826,6.354806837488393,6.334289425709208,0.01179323040071081,,,,,,8.0,78.8880696531202,199.46577703757364,,,,,,,,,,,snapshot_layer,2,phase2-selected,,,,,,,,,,,,,
,,,I_shuffle,,,,,,,117.72740936279297,41.622920989990234,41.622920989990234,2.336015541004599e-06,8.0,,,,110.857539442719,0.99964460974834,39.194065781890366,39.19405959082432,5.165087855619008e-06,8.0,8.0,two_level,short_slots,prompt_summary,4.0,structured_support_set,,,,,,46.05588162531618,,7.447144023707656,7.280324732671018,0.15964656384264836,8.0,,,,,2.079441547393799,2.079441547393799,2.079441547393799,1.0,,4.0,8.0,0.4774590163934426,snapshot_aggregate,2,phase2-selected,,6.0,96.10112762451172,39.234683990478516,39.23311996459961,0.0015350069152191281,,,117.72740936279297,41.622920989990234,41.622920989990234,2.336015541004599e-06,
,,,I_shuffle,,0,,,,,,,,,,,,,,,,,,,,,,,,,,21.033890520940062,7.446244622840256,7.436615732849622,0.006328598397677062,,,,,,8.0,3117.1400006403687,17.54161925394027,,,,,,,,,,,snapshot_layer,2,phase2-selected,,,,,,,,,,,,,
,,,I_shuffle,,7,,,,,,,,,,,,,,,,,,,,,,,,,,19.95511255107942,7.064825949121694,7.0552322434597325,0.005943513582231569,,,,,,8.0,147.51691599361232,32.010691126839056,,,,,,,,,,,snapshot_layer,2,phase2-selected,,,,,,,,,,,,,
,,,I_shuffle,,14,,,,,,,,,,,,,,,,,,,,,,,,,,21.013846287961865,7.4406305844666525,7.429500392225922,0.0063957712445102755,,,,,,8.0,90.5645332961786,55.71744512339107,,,,,,,,,,,snapshot_layer,2,phase2-selected,,,,,,,,,,,,,
,,,I_shuffle,,21,,,,,,,,,,,,,,,,,,,,,,,,,,20.804143405351482,7.365221070461586,7.3553969117461655,0.006202223183984151,,,,,,8.0,62.656017053322714,71.52711086585873,,,,,,,,,,,snapshot_layer,2,phase2-selected,,,,,,,,,,,,,
,,,I_shuffle,,27,,,,,,,,,,,,,,,,,,,,,,,,,,20.152260702164448,7.133266699118693,7.124878312720627,0.0053677117742109495,,,,,,8.0,75.16750710909484,205.11575717613346,,,,,,,,,,,snapshot_layer,2,phase2-selected,,,,,,,,,,,,,
,,,I_zero,,,,,,,0.0,0.0,0.0,0.0,8.0,,,,0.0,0.0,0.0,0.0,0.0,8.0,8.0,two_level,short_slots,prompt_summary,4.0,pooled_block,,,,,,1.0339651107788086,,0.19069373607635498,0.16221855580806732,0.020303837954998016,8.0,,,,,1.473654492656351e-06,1.473654492656351e-06,1.473654492656351e-06,0.0,,4.0,8.0,0.0,snapshot_aggregate,2,phase2-selected,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,I_zero,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.3658159077167511,0.1293383687734604,0.1293383687734604,0.0,,,,,,8.0,3114.328125,28.998764038085938,,,,,,,,,,,snapshot_layer,2,phase2-selected,,,,,,,,,,,,,
,,,I_zero,,7,,,,,,,,,,,,,,,,,,,,,,,,,,0.47687867283821106,0.16861988604068756,0.16861988604068756,0.0,,,,,,8.0,157.56387329101562,73.55593872070312,,,,,,,,,,,snapshot_layer,2,phase2-selected,,,,,,,,,,,,,
,,,I_zero,,14,,,,,,,,,,,,,,,,,,,,,,,,,,0.43352773785591125,0.15327315032482147,0.15327315032482147,0.0,,,,,,8.0,160.98196411132812,125.93059539794922,,,,,,,,,,,snapshot_layer,2,phase2-selected,,,,,,,,,,,,,
,,,I_zero,,21,,,,,,,,,,,,,,,,,,,,,,,,,,0.4784393608570099,0.16916759312152863,0.16916760802268982,1.4901161193847656e-08,,,,,,8.0,91.95962524414062,117.7429428100586,,,,,,,,,,,snapshot_layer,2,phase2-selected,,,,,,,,,,,,,
,,,I_zero,,27,,,,,,,,,,,,,,,,,,,,,,,,,,0.5393219590187073,0.19069373607635498,0.19069373607635498,0.0,,,,,,8.0,126.75918579101562,214.1256866455078,,,,,,,,,,,snapshot_layer,2,phase2-selected,,,,,,,,,,,,,
,,,I_real,,,,,,,117.7279281616211,41.623111724853516,41.623111724853516,2.336015541004599e-06,8.0,,,,110.8655616885326,0.9997007768662249,39.19690404172803,39.19689422357278,5.758915717780808e-06,8.0,8.0,two_level,short_slots,prompt_summary,4.0,structured_support_set,,,,,,52.40956822379691,,8.603312945756755,8.285258988865086,0.15352586693451054,8.0,,,,,2.079441547393799,2.079441547393799,2.079441547393799,1.0,,4.0,8.0,0.4036885245901639,snapshot_aggregate,4,phase2-selected,,6.0,96.09929656982422,39.234153747558594,39.23237991333008,0.0013626845320686698,,,117.7279281616211,41.623111724853516,41.623111724853516,2.336015541004599e-06,
,,,I_real,,0,,,,,,,,,,,,,,,,,,,,,,,,,,23.27167751750008,8.244903955303254,8.227821881653833,0.009817712772332255,,,,,,8.0,3116.8980572809937,17.996390233274365,,,,,,,,,,,snapshot_layer,4,phase2-selected,,,,,,,,,,,,,
,,,I_real,,7,,,,,,,,,,,,,,,,,,,,,,,,,,23.078515099697427,8.175964167860688,8.159504171277655,0.009906148018895602,,,,,,8.0,146.57284395811988,33.30978324765065,,,,,,,,,,,snapshot_layer,4,phase2-selected,,,,,,,,,,,,,
,,,I_real,,14,,,,,,,,,,,,,,,,,,,,,,,,,,24.286513594330334,8.603312945756755,8.586584779082752,0.010172473220918023,,,,,,8.0,79.4804916381836,62.920447115038264,,,,,,,,,,,snapshot_layer,4,phase2-selected,,,,,,,,,,,,,
,,,I_real,,21,,,,,,,,,,,,,,,,,,,,,,,,,,23.308448822771915,8.256541916581451,8.240797394611796,0.009831836065430134,,,,,,8.0,60.538991021328286,69.22893536677125,,,,,,,,,,,snapshot_layer,4,phase2-selected,,,,,,,,,,,,,
,,,I_real,,27,,,,,,,,,,,,,,,,,,,,,,,,,,23.225898711407773,8.22734591999992,8.211587132000533,0.009984149338036288,,,,,,8.0,78.36582221359502,199.0724407258581,,,,,,,,,,,snapshot_layer,4,phase2-selected,,,,,,,,,,,,,
,,,I_shuffle,,,,,,,117.72795867919922,41.62311553955078,41.623111724853516,3.814697265625e-06,8.0,,,,110.86398515544954,0.9997261127487558,39.196347471143376,39.196339091316595,6.4803568167291335e-06,8.0,8.0,two_level,short_slots,prompt_summary,4.0,structured_support_set,,,,,,65.57122765212763,,10.52700216262067,10.366675845912246,0.14728665229727012,8.0,,,,,2.079441547393799,2.079441547393799,2.079441547393799,0.9999999990228747,,4.0,8.0,0.5020491803278688,snapshot_aggregate,4,phase2-selected,,6.0,96.10065460205078,39.23450469970703,39.23292922973633,0.0015272095333784819,,,117.72795867919922,41.62311553955078,41.623111724853516,3.814697265625e-06,
,,,I_shuffle,,0,,,,,,,,,,,,,,,,,,,,,,,,,,29.75006597550189,10.52700216262067,10.518329823603395,0.005217767648826368,,,,,,8.0,3117.4506435706967,18.650056651381195,,,,,,,,,,,snapshot_layer,4,phase2-selected,,,,,,,,,,,,,
,,,I_shuffle,,7,,,,,,,,,,,,,,,,,,,,,,,,,,28.53024657827909,10.09565333069348,10.087044403201244,0.004892177956148249,,,,,,8.0,145.33149519123015,32.921101992247536,,,,,,,,,,,snapshot_layer,4,phase2-selected,,,,,,,,,,,,,
,,,I_shuffle,,14,,,,,,,,,,,,,,,,,,,,,,,,,,29.459444515040662,10.426239639032083,10.415481786258885,0.0056993967135910125,,,,,,8.0,88.31856236692335,57.229015225269755,,,,,,,,,,,snapshot_layer,4,phase2-selected,,,,,,,,,,,,,
,,,I_shuffle,,21,,,,,,,,,,,,,,,,,,,,,,,,,,29.51038176114442,10.442829554198218,10.433587402593894,0.005174988155543315,,,,,,8.0,60.67309526537286,70.00300898317431,,,,,,,,,,,snapshot_layer,4,phase2-selected,,,,,,,,,,,,,
,,,I_shuffle,,27,,,,,,,,,,,,,,,,,,,,,,,,,,29.35574559696385,10.387145714681656,10.378935329249648,0.004695752246274811,,,,,,8.0,67.59302383172708,188.06222959424628,,,,,,,,,,,snapshot_layer,4,phase2-selected,,,,,,,,,,,,,
,,,I_zero,,,,,,,0.0,0.0,0.0,0.0,8.0,,,,0.0,0.0,0.0,0.0,0.0,8.0,8.0,two_level,short_slots,prompt_summary,4.0,pooled_block,,,,,,1.0339651107788086,,0.19069373607635498,0.16221855580806732,0.020303837954998016,8.0,,,,,1.473654492656351e-06,1.473654492656351e-06,1.473654492656351e-06,0.0,,4.0,8.0,0.0,snapshot_aggregate,4,phase2-selected,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,I_zero,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.3658159077167511,0.1293383687734604,0.1293383687734604,0.0,,,,,,8.0,3114.328125,28.998764038085938,,,,,,,,,,,snapshot_layer,4,phase2-selected,,,,,,,,,,,,,
,,,I_zero,,7,,,,,,,,,,,,,,,,,,,,,,,,,,0.47687867283821106,0.16861988604068756,0.16861988604068756,0.0,,,,,,8.0,157.56387329101562,73.55593872070312,,,,,,,,,,,snapshot_layer,4,phase2-selected,,,,,,,,,,,,,
,,,I_zero,,14,,,,,,,,,,,,,,,,,,,,,,,,,,0.43352773785591125,0.15327315032482147,0.15327315032482147,0.0,,,,,,8.0,160.98196411132812,125.93059539794922,,,,,,,,,,,snapshot_layer,4,phase2-selected,,,,,,,,,,,,,
,,,I_zero,,21,,,,,,,,,,,,,,,,,,,,,,,,,,0.4784393608570099,0.16916759312152863,0.16916760802268982,1.4901161193847656e-08,,,,,,8.0,91.95962524414062,117.7429428100586,,,,,,,,,,,snapshot_layer,4,phase2-selected,,,,,,,,,,,,,
,,,I_zero,,27,,,,,,,,,,,,,,,,,,,,,,,,,,0.5393219590187073,0.19069373607635498,0.19069373607635498,0.0,,,,,,8.0,126.75918579101562,214.1256866455078,,,,,,,,,,,snapshot_layer,4,phase2-selected,,,,,,,,,,,,,
,,,I_real,,,,,,,117.72754669189453,41.62297821044922,41.622982025146484,4.473129138204968e-06,8.0,,,,110.8751558397637,0.9997774557989152,39.20029862200627,39.20028842863489,6.728669244485437e-06,8.0,8.0,two_level,short_slots,prompt_summary,4.0,structured_support_set,,,,,,62.27785304335297,,10.219562796295666,9.845265685534867,0.18450757274862195,8.0,,,,,2.079441547393799,2.079441547393799,2.079441547393799,1.0000000078170026,,4.0,8.0,0.4098360655737705,snapshot_aggregate,8,phase2-selected,,6.0,96.10347747802734,39.23589324951172,39.234073638916016,0.0014455035561695695,,,117.72754669189453,41.62297821044922,41.622982025146484,4.473129138204968e-06,
,,,I_real,,0,,,,,,,,,,,,,,,,,,,,,,,,,,27.57211929071145,9.760384762873414,9.748299379817775,0.007811632083698374,,,,,,8.0,3117.4359230917007,18.3719054362813,,,,,,,,,,,snapshot_layer,8,phase2-selected,,,,,,,,,,,,,
,,,I_real,,7,,,,,,,,,,,,,,,,,,,,,,,,,,27.4183415897557,9.70582106856049,9.693919275627762,0.007953684822824157,,,,,,8.0,146.4863533895524,33.866634493968526,,,,,,,,,,,snapshot_layer,8,phase2-selected,,,,,,,,,,,,,
,,,I_real,,14,,,,,,,,,,,,,,,,,,,,,,,,,,28.86947525524702,10.219562796295666,10.20693925951348,0.008166970181294152,,,,,,8.0,78.58476182280994,63.25230420222048,,,,,,,,,,,snapshot_layer,8,phase2-selected,,,,,,,,,,,,,
,,,I_real,,21,,,,,,,,,,,,,,,,,,,,,,,,,,27.722537025076445,9.813787694837226,9.801389788017898,0.007941142709345603,,,,,,8.0,61.01487306688653,71.07511589175365,,,,,,,,,,,snapshot_layer,8,phase2-selected,,,,,,,,,,,,,
,,,I_real,,27,,,,,,,,,,,,,,,,,,,,,,,,,,27.650207832211354,9.78852728546643,9.775780599625385,0.00803816707071955,,,,,,8.0,77.53250547315254,199.70422263223617,,,,,,,,,,,snapshot_layer,8,phase2-selected,,,,,,,,,,,,,
,,,I_shuffle,,,,,,,117.72695922851562,41.62276840209961,41.62276840209961,0.0,8.0,,,,110.87301335569288,0.9998094644702848,39.199539309642354,39.19953017938332,7.333137963556868e-06,8.0,8.0,two_level,short_slots,prompt_summary,4.0,structured_support_set,,,,,,85.16317136170434,,13.67062220026235,13.464295871922227,0.17862129431278978,8.0,,,,,2.079441547393799,2.079441547393799,2.079441547393799,1.0,,4.0,8.0,0.5614754098360656,snapshot_aggregate,8,phase2-selected,,6.0,96.10270690917969,39.23530578613281,39.233768463134766,0.0015649630222469568,,,117.72695922851562,41.62276840209961,41.62276840209961,0.0,
,,,I_shuffle,,0,,,,,,,,,,,,,,,,,,,,,,,,,,38.47022253568055,13.608505733677598,13.601326598495733,0.003992212310311247,,,,,,8.0,3117.277759989754,19.07656456994229,,,,,,,,,,,snapshot_layer,8,phase2-selected,,,,,,,,,,,,,
,,,I_shuffle,,7,,,,,,,,,,,,,,,,,,,,,,,,,,37.187930185286724,13.154861762875417,13.14801850866099,0.003751093815615187,,,,,,8.0,143.576295446177,32.475920567747025,,,,,,,,,,,snapshot_layer,8,phase2-selected,,,,,,,,,,,,,
,,,I_shuffle,,14,,,,,,,,,,,,,,,,,,,,,,,,,,38.00450403182233,13.445308356988626,13.43664680543493,0.004430947558129909,,,,,,8.0,89.13175839283427,58.71002147236808,,,,,,,,,,,snapshot_layer,8,phase2-selected,,,,,,,,,,,,,
,,,I_shuffle,,21,,,,,,,,,,,,,,,,,,,,,,,,,,38.103969198758485,13.479364551481654,13.471838372652648,0.003963868717708793,,,,,,8.0,57.529651766917745,70.19644102503042,,,,,,,,,,,snapshot_layer,8,phase2-selected,,,,,,,,,,,,,
,,,I_shuffle,,27,,,,,,,,,,,,,,,,,,,,,,,,,,38.64667742369605,13.67062220026235,13.663648417738617,0.003814651123171703,,,,,,8.0,62.03374668809234,185.51857920162013,,,,,,,,,,,snapshot_layer,8,phase2-selected,,,,,,,,,,,,,
,,,I_zero,,,,,,,0.0,0.0,0.0,0.0,8.0,,,,0.0,0.0,0.0,0.0,0.0,8.0,8.0,two_level,short_slots,prompt_summary,4.0,pooled_block,,,,,,1.0339651107788086,,0.19069373607635498,0.16221855580806732,0.020303837954998016,8.0,,,,,1.473654492656351e-06,1.473654492656351e-06,1.473654492656351e-06,0.0,,4.0,8.0,0.0,snapshot_aggregate,8,phase2-selected,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,I_zero,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.3658159077167511,0.1293383687734604,0.1293383687734604,0.0,,,,,,8.0,3114.328125,28.998764038085938,,,,,,,,,,,snapshot_layer,8,phase2-selected,,,,,,,,,,,,,
,,,I_zero,,7,,,,,,,,,,,,,,,,,,,,,,,,,,0.47687867283821106,0.16861988604068756,0.16861988604068756,0.0,,,,,,8.0,157.56387329101562,73.55593872070312,,,,,,,,,,,snapshot_layer,8,phase2-selected,,,,,,,,,,,,,
,,,I_zero,,14,,,,,,,,,,,,,,,,,,,,,,,,,,0.43352773785591125,0.15327315032482147,0.15327315032482147,0.0,,,,,,8.0,160.98196411132812,125.93059539794922,,,,,,,,,,,snapshot_layer,8,phase2-selected,,,,,,,,,,,,,
,,,I_zero,,21,,,,,,,,,,,,,,,,,,,,,,,,,,0.4784393608570099,0.16916759312152863,0.16916760802268982,1.4901161193847656e-08,,,,,,8.0,91.95962524414062,117.7429428100586,,,,,,,,,,,snapshot_layer,8,phase2-selected,,,,,,,,,,,,,
,,,I_zero,,27,,,,,,,,,,,,,,,,,,,,,,,,,,0.5393219590187073,0.19069373607635498,0.19069373607635498,0.0,,,,,,8.0,126.75918579101562,214.1256866455078,,,,,,,,,,,snapshot_layer,8,phase2-selected,,,,,,,,,,,,,
,,,I_real,,,,,,,117.7270736694336,41.62281036376953,41.622806549072266,2.6973982585332124e-06,8.0,,,,110.88077270007524,0.9998123802122523,39.20228595420962,39.20227444758181,7.4139739421089405e-06,8.0,8.0,two_level,short_slots,prompt_summary,4.0,structured_support_set,,,,,,66.65041726534484,,10.933310852676142,10.53652205232714,0.19672419448367884,8.0,,,,,2.079441547393799,2.079441547393799,2.079441547393799,0.9999999980457493,,4.0,8.0,0.42008196721311475,snapshot_aggregate,12,phase2-selected,,6.0,96.10449981689453,39.23645782470703,39.2344970703125,0.0014884091215208173,,,117.7270736694336,41.62281036376953,41.622806549072266,2.6973982585332124e-06,
,,,I_real,,0,,,,,,,,,,,,,,,,,,,,,,,,,,29.46360047137151,10.427410110098418,10.416900134477459,0.006858488208934909,,,,,,8.0,3116.4902984118853,18.590345101278338,,,,,,,,,,,snapshot_layer,12,phase2-selected,,,,,,,,,,,,,
,,,I_real,,7,,,,,,,,,,,,,,,,,,,,,,,,,,29.365210705116148,10.393277652928086,10.382166753049757,0.007017228798177399,,,,,,8.0,146.17580976642546,34.24589225894115,,,,,,,,,,,snapshot_layer,12,phase2-selected,,,,,,,,,,,,,
,,,I_real,,14,,,,,,,,,,,,,,,,,,,,,,,,,,30.890696478671714,10.933310852676142,10.921574279910228,0.007178726308353123,,,,,,8.0,78.24471858290376,63.27350397579006,,,,,,,,,,,snapshot_layer,12,phase2-selected,,,,,,,,,,,,,
