arm_alias,layer_index,loss,prefix_hidden_l2,prefix_hidden_slot_norm_max,prefix_hidden_slot_norm_mean,prefix_hidden_slot_norm_std,prefix_l2,prefix_projector_grad_norm,prefix_slot_norm_max,prefix_slot_norm_mean,prefix_slot_norm_std,prefix_tokens,projected_k_l2,projected_v_l2,row_type,step,suite,total_grad_norm_pre_clip,writer_grad_norm,writer_memory_l2,writer_slot_norm_max,writer_slot_norm_mean,writer_slot_norm_std
I_shuffle,21,,2.678215503692627,0.9469689726829529,0.9469689726829529,6.664001972467304e-08,,,,,,8.0,54.934974670410156,67.73182678222656,snapshot_layer,0,triad6,,,,,,
I_shuffle,27,,2.7081973552703857,0.9574469923973083,0.9574469923973083,8.688795105626923e-08,,,,,,8.0,58.668827056884766,184.89111328125,snapshot_layer,0,triad6,,,,,,
I_zero,,,,,,,0.0,,0.0,0.0,0.0,8.0,,,snapshot_aggregate,0,triad6,,,0.0,0.0,0.0,0.0
I_zero,0,,0.0,0.0,0.0,0.0,,,,,,8.0,3118.994384765625,10.266121864318848,snapshot_layer,0,triad6,,,,,,
I_zero,7,,0.0,0.0,0.0,0.0,,,,,,8.0,138.72927856445312,5.444733619689941,snapshot_layer,0,triad6,,,,,,
I_zero,14,,0.0,0.0,0.0,0.0,,,,,,8.0,25.89426612854004,5.364916801452637,snapshot_layer,0,triad6,,,,,,
I_zero,21,,0.0,0.0,0.0,0.0,,,,,,8.0,30.194124221801758,11.934253692626953,snapshot_layer,0,triad6,,,,,,
I_zero,27,,0.0,0.0,0.0,0.0,,,,,,8.0,42.11817169189453,28.961502075195312,snapshot_layer,0,triad6,,,,,,
I_real,,,,,,,191.9998016357422,,30.35787010192871,30.357864379882812,2.6973982585332124e-06,8.0,,,snapshot_aggregate,16,triad6,,,117.74930572509766,41.63066482543945,41.63066101074219,2.336015541004599e-06
I_real,0,,85.87432098388672,30.35786247253418,30.35786247253418,0.0,,,,,,8.0,3135.318359375,22.363895416259766,snapshot_layer,16,triad6,,,,,,
I_real,7,,85.87420654296875,30.357864379882812,30.357864379882812,9.5367431640625e-07,,,,,,8.0,147.1361846923828,51.8824348449707,snapshot_layer,16,triad6,,,,,,
I_real,14,,85.8653793334961,30.35787010192871,30.357868194580078,1.9073486328125e-06,,,,,,8.0,188.99667358398438,84.3154296875,snapshot_layer,16,triad6,,,,,,
I_real,21,,85.86771392822266,30.35787010192871,30.357866287231445,2.1324806311895372e-06,,,,,,8.0,64.3705825805664,104.0338363647461,snapshot_layer,16,triad6,,,,,,
I_real,27,,85.86714172363281,30.357864379882812,30.357864379882812,0.0,,,,,,8.0,112.36402893066406,273.4656066894531,snapshot_layer,16,triad6,,,,,,
I_shuffle,,,,,,,191.99989318847656,,30.357866287231445,30.357864379882812,1.446318719899864e-06,8.0,,,snapshot_aggregate,16,triad6,,,117.74927520751953,41.63066482543945,41.63066101074219,1.3486991292666062e-06
I_shuffle,0,,85.84934997558594,30.357866287231445,30.357864379882812,1.6518123402420315e-06,,,,,,8.0,3133.1171875,22.322702407836914,snapshot_layer,16,triad6,,,,,,
I_shuffle,7,,85.8652114868164,30.357866287231445,30.357864379882812,1.7841613271230017e-06,,,,,,8.0,150.77694702148438,59.87619400024414,snapshot_layer,16,triad6,,,,,,
I_shuffle,14,,85.8585205078125,30.357866287231445,30.357864379882812,1.6518123402420315e-06,,,,,,8.0,142.09544372558594,100.74551391601562,snapshot_layer,16,triad6,,,,,,
I_shuffle,21,,85.8758316040039,30.357866287231445,30.357864379882812,1.3486991292666062e-06,,,,,,8.0,105.29908752441406,101.17915344238281,snapshot_layer,16,triad6,,,,,,
I_shuffle,27,,85.87638092041016,30.357864379882812,30.357864379882812,0.0,,,,,,8.0,114.08656311035156,270.7928161621094,snapshot_layer,16,triad6,,,,,,
I_zero,,,,,,,0.0,,0.0,0.0,0.0,8.0,,,snapshot_aggregate,16,triad6,,,0.0,0.0,0.0,0.0
I_zero,0,,0.0,0.0,0.0,0.0,,,,,,8.0,3118.994384765625,10.266121864318848,snapshot_layer,16,triad6,,,,,,
I_zero,7,,0.0,0.0,0.0,0.0,,,,,,8.0,138.72927856445312,5.444733619689941,snapshot_layer,16,triad6,,,,,,
I_zero,14,,0.0,0.0,0.0,0.0,,,,,,8.0,25.89426612854004,5.364916801452637,snapshot_layer,16,triad6,,,,,,
I_zero,21,,0.0,0.0,0.0,0.0,,,,,,8.0,30.194124221801758,11.934253692626953,snapshot_layer,16,triad6,,,,,,
I_zero,27,,0.0,0.0,0.0,0.0,,,,,,8.0,42.11817169189453,28.961502075195312,snapshot_layer,16,triad6,,,,,,
I_real,,,,,,,192.00003051757812,,30.357866287231445,30.357864379882812,9.047349180946185e-07,8.0,,,snapshot_aggregate,32,triad6,,,117.74930572509766,41.63066482543945,41.63066101074219,2.336015541004599e-06
I_real,0,,85.85999298095703,30.357864379882812,30.357864379882812,0.0,,,,,,8.0,3135.28466796875,22.229129791259766,snapshot_layer,32,triad6,,,,,,
I_real,7,,85.86143493652344,30.357864379882812,30.357864379882812,0.0,,,,,,8.0,147.16903686523438,53.85770797729492,snapshot_layer,32,triad6,,,,,,
I_real,14,,85.87112426757812,30.357866287231445,30.357864379882812,1.5078915112098912e-06,,,,,,8.0,198.74868774414062,87.33692932128906,snapshot_layer,32,triad6,,,,,,
I_real,21,,85.85826110839844,30.357866287231445,30.357864379882812,1.3486991292666062e-06,,,,,,8.0,66.80631256103516,108.44365692138672,snapshot_layer,32,triad6,,,,,,
I_real,27,,85.84979248046875,30.357864379882812,30.357864379882812,0.0,,,,,,8.0,115.4990463256836,277.6863708496094,snapshot_layer,32,triad6,,,,,,
I_shuffle,,,,,,,191.99986267089844,,30.35787010192871,30.357864379882812,2.000444055738626e-06,8.0,,,snapshot_aggregate,32,triad6,,,117.74927520751953,41.63066482543945,41.63066101074219,1.3486991292666062e-06
I_shuffle,0,,85.86215209960938,30.35787010192871,30.357866287231445,2.336015541004599e-06,,,,,,8.0,3132.41064453125,23.050514221191406,snapshot_layer,32,triad6,,,,,,
I_shuffle,7,,85.8680191040039,30.357864379882812,30.357864379882812,0.0,,,,,,8.0,150.24986267089844,61.79180908203125,snapshot_layer,32,triad6,,,,,,
I_shuffle,14,,85.8590316772461,30.357864379882812,30.357864379882812,1.3486991292666062e-06,,,,,,8.0,146.46322631835938,105.96575164794922,snapshot_layer,32,triad6,,,,,,
I_shuffle,21,,85.8721694946289,30.357866287231445,30.357864379882812,1.3486991292666062e-06,,,,,,8.0,109.91581726074219,104.54855346679688,snapshot_layer,32,triad6,,,,,,
I_shuffle,27,,85.87248992919922,30.357866287231445,30.357864379882812,1.3486991292666062e-06,,,,,,8.0,116.72639465332031,280.4698791503906,snapshot_layer,32,triad6,,,,,,
I_zero,,,,,,,0.0,,0.0,0.0,0.0,8.0,,,snapshot_aggregate,32,triad6,,,0.0,0.0,0.0,0.0
I_zero,0,,0.0,0.0,0.0,0.0,,,,,,8.0,3118.994384765625,10.266121864318848,snapshot_layer,32,triad6,,,,,,
I_zero,7,,0.0,0.0,0.0,0.0,,,,,,8.0,138.72927856445312,5.444733619689941,snapshot_layer,32,triad6,,,,,,
I_zero,14,,0.0,0.0,0.0,0.0,,,,,,8.0,25.89426612854004,5.364916801452637,snapshot_layer,32,triad6,,,,,,
I_zero,21,,0.0,0.0,0.0,0.0,,,,,,8.0,30.194124221801758,11.934253692626953,snapshot_layer,32,triad6,,,,,,
I_zero,27,,0.0,0.0,0.0,0.0,,,,,,8.0,42.11817169189453,28.961502075195312,snapshot_layer,32,triad6,,,,,,
I_real,,,,,,,191.9998779296875,,30.357868194580078,30.357864379882812,1.7841613271230017e-06,8.0,,,snapshot_aggregate,48,triad6,,,117.7493896484375,41.630699157714844,41.630699157714844,3.0157830224197824e-06
I_real,0,,85.8687515258789,30.357868194580078,30.357866287231445,6.743495646333031e-07,,,,,,8.0,3135.404541015625,22.210886001586914,snapshot_layer,48,triad6,,,,,,
I_real,7,,85.85646057128906,30.357866287231445,30.357864379882812,6.743495646333031e-07,,,,,,8.0,147.33407592773438,54.23329162597656,snapshot_layer,48,triad6,,,,,,
I_real,14,,85.86316680908203,30.357868194580078,30.357864379882812,2.0230486370564904e-06,,,,,,8.0,200.7685546875,88.0460205078125,snapshot_layer,48,triad6,,,,,,
I_real,21,,85.86907196044922,30.357866287231445,30.357866287231445,9.5367431640625e-07,,,,,,8.0,67.23957824707031,109.31083679199219,snapshot_layer,48,triad6,,,,,,
I_real,27,,85.87400817871094,30.357866287231445,30.357864379882812,1.9073486328125e-06,,,,,,8.0,116.05315399169922,278.68963623046875,snapshot_layer,48,triad6,,,,,,
I_shuffle,,,,,,,191.9999237060547,,30.35787010192871,30.357864379882812,2.5589768029021798e-06,8.0,,,snapshot_aggregate,48,triad6,,,117.74854278564453,41.630401611328125,41.630401611328125,0.0
I_shuffle,0,,85.8556900024414,30.35787010192871,30.357866287231445,2.431401981084491e-06,,,,,,8.0,3132.3251953125,23.086748123168945,snapshot_layer,48,triad6,,,,,,
I_shuffle,7,,85.86019134521484,30.357864379882812,30.35786247253418,1.3486991292666062e-06,,,,,,8.0,149.48268127441406,60.97582244873047,snapshot_layer,48,triad6,,,,,,
I_shuffle,14,,85.86444091796875,30.357866287231445,30.357864379882812,1.5078915112098912e-06,,,,,,8.0,148.15890502929688,106.40872192382812,snapshot_layer,48,triad6,,,,,,
I_shuffle,21,,85.8653335571289,30.35787010192871,30.357866287231445,2.6973982585332124e-06,,,,,,8.0,110.6573715209961,104.9739990234375,snapshot_layer,48,triad6,,,,,,
I_shuffle,27,,85.85807037353516,30.357866287231445,30.357864379882812,1.9073486328125e-06,,,,,,8.0,116.79344940185547,286.3342590332031,snapshot_layer,48,triad6,,,,,,
I_zero,,,,,,,0.0,,0.0,0.0,0.0,8.0,,,snapshot_aggregate,48,triad6,,,0.0,0.0,0.0,0.0
I_zero,0,,0.0,0.0,0.0,0.0,,,,,,8.0,3118.994384765625,10.266121864318848,snapshot_layer,48,triad6,,,,,,
I_zero,7,,0.0,0.0,0.0,0.0,,,,,,8.0,138.72927856445312,5.444733619689941,snapshot_layer,48,triad6,,,,,,
I_zero,14,,0.0,0.0,0.0,0.0,,,,,,8.0,25.89426612854004,5.364916801452637,snapshot_layer,48,triad6,,,,,,
I_zero,21,,0.0,0.0,0.0,0.0,,,,,,8.0,30.194124221801758,11.934253692626953,snapshot_layer,48,triad6,,,,,,
I_zero,27,,0.0,0.0,0.0,0.0,,,,,,8.0,42.11817169189453,28.961502075195312,snapshot_layer,48,triad6,,,,,,
I_real,,,,,,,191.9999237060547,,30.357868194580078,30.357864379882812,2.1110481611685827e-06,8.0,,,snapshot_aggregate,64,triad6,,,117.74425506591797,41.62887954711914,41.62887954711914,1.3486991292666062e-06
I_real,0,,85.86406707763672,30.357866287231445,30.357864379882812,1.9073486328125e-06,,,,,,8.0,3138.58544921875,24.46636199951172,snapshot_layer,64,triad6,,,,,,
I_real,7,,85.8713150024414,30.357868194580078,30.357866287231445,1.3486991292666062e-06,,,,,,8.0,144.8854522705078,60.21405029296875,snapshot_layer,64,triad6,,,,,,
I_real,14,,85.87406921386719,30.357866287231445,30.357864379882812,1.5078915112098912e-06,,,,,,8.0,192.25650024414062,94.04899597167969,snapshot_layer,64,triad6,,,,,,
I_real,21,,85.85992431640625,30.357868194580078,30.357866287231445,2.0230486370564904e-06,,,,,,8.0,84.07990264892578,95.13751220703125,snapshot_layer,64,triad6,,,,,,
I_real,27,,85.87422180175781,30.357866287231445,30.357864379882812,1.5078915112098912e-06,,,,,,8.0,115.04564666748047,258.7596740722656,snapshot_layer,64,triad6,,,,,,
I_shuffle,,,,,,,191.99990844726562,,30.357868194580078,30.357864379882812,1.4145275599730667e-06,8.0,,,snapshot_aggregate,64,triad6,,,117.74898529052734,41.63056564331055,41.63056564331055,0.0
I_shuffle,0,,85.87239837646484,30.357868194580078,30.357866287231445,6.743495646333031e-07,,,,,,8.0,3128.90185546875,25.273122787475586,snapshot_layer,64,triad6,,,,,,
I_shuffle,7,,85.87161254882812,30.357864379882812,30.357864379882812,0.0,,,,,,8.0,138.37997436523438,61.28999328613281,snapshot_layer,64,triad6,,,,,,
I_shuffle,14,,85.87034606933594,30.357866287231445,30.357864379882812,1.3486991292666062e-06,,,,,,8.0,138.4029083251953,112.81118774414062,snapshot_layer,64,triad6,,,,,,
I_shuffle,21,,85.86447143554688,30.357864379882812,30.357864379882812,0.0,,,,,,8.0,118.99605560302734,100.60867309570312,snapshot_layer,64,triad6,,,,,,
I_shuffle,27,,85.86099243164062,30.357864379882812,30.35786247253418,6.743495646333031e-07,,,,,,8.0,127.3840560913086,225.67001342773438,snapshot_layer,64,triad6,,,,,,
I_zero,,,,,,,0.0,,0.0,0.0,0.0,8.0,,,snapshot_aggregate,64,triad6,,,0.0,0.0,0.0,0.0
I_zero,0,,0.0,0.0,0.0,0.0,,,,,,8.0,3118.994384765625,10.266121864318848,snapshot_layer,64,triad6,,,,,,
I_zero,7,,0.0,0.0,0.0,0.0,,,,,,8.0,138.72927856445312,5.444733619689941,snapshot_layer,64,triad6,,,,,,
I_zero,14,,0.0,0.0,0.0,0.0,,,,,,8.0,25.89426612854004,5.364916801452637,snapshot_layer,64,triad6,,,,,,
I_zero,21,,0.0,0.0,0.0,0.0,,,,,,8.0,30.194124221801758,11.934253692626953,snapshot_layer,64,triad6,,,,,,
I_zero,27,,0.0,0.0,0.0,0.0,,,,,,8.0,42.11817169189453,28.961502075195312,snapshot_layer,64,triad6,,,,,,
I_real,,,,,,,192.0000457763672,,30.357866287231445,30.357864379882812,1.9310432435304392e-06,8.0,,,snapshot_aggregate,80,triad6,,,117.74166107177734,41.62796401977539,41.627960205078125,2.336015541004599e-06
I_real,0,,85.86595153808594,30.357866287231445,30.357866287231445,0.0,,,,,,8.0,3133.0107421875,27.691762924194336,snapshot_layer,80,triad6,,,,,,
I_real,7,,85.85910034179688,30.357864379882812,30.357864379882812,0.0,,,,,,8.0,147.66339111328125,65.82854461669922,snapshot_layer,80,triad6,,,,,,
I_real,14,,85.86227416992188,30.35786247253418,30.35786247253418,1.5078915112098912e-06,,,,,,8.0,184.57164001464844,103.67035675048828,snapshot_layer,80,triad6,,,,,,
I_real,21,,85.86107635498047,30.357866287231445,30.357864379882812,1.3486991292666062e-06,,,,,,8.0,107.1447525024414,90.56828308105469,snapshot_layer,80,triad6,,,,,,
I_real,27,,85.86518096923828,30.357866287231445,30.357866287231445,9.5367431640625e-07,,,,,,8.0,105.03519439697266,308.8573913574219,snapshot_layer,80,triad6,,,,,,
I_shuffle,,,,,,,191.9998016357422,,30.357866287231445,30.357864379882812,1.2794884014510899e-06,8.0,,,snapshot_aggregate,80,triad6,,,117.74959564208984,41.63078308105469,41.63077926635742,3.303624680484063e-06
I_shuffle,0,,85.86688995361328,30.357864379882812,30.357864379882812,6.743495646333031e-07,,,,,,8.0,3133.19140625,22.873262405395508,snapshot_layer,80,triad6,,,,,,
I_shuffle,7,,85.85386657714844,30.357866287231445,30.357864379882812,6.743495646333031e-07,,,,,,8.0,141.33279418945312,64.25711822509766,snapshot_layer,80,triad6,,,,,,
I_shuffle,14,,85.87237548828125,30.357864379882812,30.35786247253418,1.1680077705022995e-06,,,,,,8.0,127.21930694580078,138.94456481933594,snapshot_layer,80,triad6,,,,,,
I_shuffle,21,,85.87078857421875,30.357866287231445,30.357864379882812,9.5367431640625e-07,,,,,,8.0,125.00821685791016,113.6417007446289,snapshot_layer,80,triad6,,,,,,
I_shuffle,27,,85.85701751708984,30.357866287231445,30.357864379882812,6.743495646333031e-07,,,,,,8.0,133.27159118652344,254.18856811523438,snapshot_layer,80,triad6,,,,,,
I_zero,,,,,,,0.0,,0.0,0.0,0.0,8.0,,,snapshot_aggregate,80,triad6,,,0.0,0.0,0.0,0.0
I_zero,0,,0.0,0.0,0.0,0.0,,,,,,8.0,3118.994384765625,10.266121864318848,snapshot_layer,80,triad6,,,,,,
I_zero,7,,0.0,0.0,0.0,0.0,,,,,,8.0,138.72927856445312,5.444733619689941,snapshot_layer,80,triad6,,,,,,
I_zero,14,,0.0,0.0,0.0,0.0,,,,,,8.0,25.89426612854004,5.364916801452637,snapshot_layer,80,triad6,,,,,,
I_zero,21,,0.0,0.0,0.0,0.0,,,,,,8.0,30.194124221801758,11.934253692626953,snapshot_layer,80,triad6,,,,,,
I_zero,27,,0.0,0.0,0.0,0.0,,,,,,8.0,42.11817169189453,28.961502075195312,snapshot_layer,80,triad6,,,,,,
I_real,,,,,,,192.00009155273438,,30.35787010192871,30.357864379882812,2.0230486370564904e-06,8.0,,,snapshot_aggregate,96,triad6,,,117.74088287353516,41.627689361572266,41.627685546875,3.303624680484063e-06
I_real,0,,85.86154174804688,30.357864379882812,30.357864379882812,6.743495646333031e-07,,,,,,8.0,3132.595703125,28.18590545654297,snapshot_layer,96,triad6,,,,,,
I_real,7,,85.86785888671875,30.35787010192871,30.357866287231445,2.336015541004599e-06,,,,,,8.0,148.4598846435547,66.45940399169922,snapshot_layer,96,triad6,,,,,,
I_real,14,,85.8567886352539,30.357864379882812,30.35786247253418,1.1680077705022995e-06,,,,,,8.0,183.36524963378906,106.2059555053711,snapshot_layer,96,triad6,,,,,,
I_real,21,,85.86740112304688,30.357866287231445,30.357864379882812,9.5367431640625e-07,,,,,,8.0,110.85812377929688,90.2037124633789,snapshot_layer,96,triad6,,,,,,
I_real,27,,85.87339782714844,30.357866287231445,30.357866287231445,1.1680077705022995e-06,,,,,,8.0,103.54800415039062,315.64556884765625,snapshot_layer,96,triad6,,,,,,
I_shuffle,,,,,,,191.99989318847656,,30.357866287231445,30.357864379882812,1.0446979104017373e-06,8.0,,,snapshot_aggregate,96,triad6,,,117.7490234375,41.63057327270508,41.63057327270508,1.3486991292666062e-06
I_shuffle,0,,85.87521362304688,30.357866287231445,30.357864379882812,9.5367431640625e-07,,,,,,8.0,3133.322265625,21.565797805786133,snapshot_layer,96,triad6,,,,,,
I_shuffle,7,,85.86811065673828,30.357864379882812,30.35786247253418,1.1680077705022995e-06,,,,,,8.0,142.605224609375,64.09220123291016,snapshot_layer,96,triad6,,,,,,
I_shuffle,14,,85.86927032470703,30.357864379882812,30.357864379882812,0.0,,,,,,8.0,127.23524475097656,140.19863891601562,snapshot_layer,96,triad6,,,,,,
I_shuffle,21,,85.85897827148438,30.357864379882812,30.357864379882812,1.3486991292666062e-06,,,,,,8.0,125.21124267578125,115.99371337890625,snapshot_layer,96,triad6,,,,,,
I_shuffle,27,,85.8632583618164,30.357864379882812,30.357864379882812,6.743495646333031e-07,,,,,,8.0,134.8536834716797,256.76708984375,snapshot_layer,96,triad6,,,,,,
I_zero,,,,,,,0.0,,0.0,0.0,0.0,8.0,,,snapshot_aggregate,96,triad6,,,0.0,0.0,0.0,0.0
I_zero,0,,0.0,0.0,0.0,0.0,,,,,,8.0,3118.994384765625,10.266121864318848,snapshot_layer,96,triad6,,,,,,
I_zero,7,,0.0,0.0,0.0,0.0,,,,,,8.0,138.72927856445312,5.444733619689941,snapshot_layer,96,triad6,,,,,,
I_zero,14,,0.0,0.0,0.0,0.0,,,,,,8.0,25.89426612854004,5.364916801452637,snapshot_layer,96,triad6,,,,,,
I_zero,21,,0.0,0.0,0.0,0.0,,,,,,8.0,30.194124221801758,11.934253692626953,snapshot_layer,96,triad6,,,,,,
I_zero,27,,0.0,0.0,0.0,0.0,,,,,,8.0,42.11817169189453,28.961502075195312,snapshot_layer,96,triad6,,,,,,
I_real,,0.025596892461180687,,,,,17.95081901550293,3.7509366154747137,,,,8.0,,,train_event,1,triad6,3.75093674659729,0.0,117.74927520751953,41.63066482543945,41.63066101074219,1.9073486328125e-06
I_real,,0.009377126581966877,,,,,52.622161865234375,3.994537595597187,,,,8.0,,,train_event,2,triad6,3.994537353515625,0.0,117.7492904663086,41.63066101074219,41.63066101074219,0.0
I_real,,0.00027092601521871984,,,,,77.57039642333984,0.045969086638618394,,,,8.0,,,train_event,3,triad6,0.04596908763051033,0.0,117.74930572509766,41.63066864013672,41.63066101074219,4.046097274112981e-06
I_real,,2.7894584491150454e-05,,,,,103.6254653930664,0.007203560624708037,,,,8.0,,,train_event,4,triad6,0.007203560788184404,0.0,117.749267578125,41.63066101074219,41.63066101074219,0.0
I_real,,2.1457441107486375e-05,,,,,127.77733612060547,0.11417796854880154,,,,8.0,,,train_event,5,triad6,0.11417796462774277,0.0,117.74930572509766,41.63066101074219,41.63066101074219,0.0
I_real,,1.1444026313256472e-05,,,,,150.05934143066406,0.02183868907172281,,,,8.0,,,train_event,6,triad6,0.021838689222931862,0.0,117.74927520751953,41.63066482543945,41.63066101074219,1.9073486328125e-06
I_real,,2.50339189733495e-06,,,,,170.96453857421875,0.0009324487593085142,,,,8.0,,,train_event,7,triad6,0.0009324487182311714,0.0,117.74927520751953,41.63066101074219,41.63066101074219,0.0
I_real,,5.304672595229931e-05,,,,,190.5985870361328,0.056789707949827364,,,,8.0,,,train_event,8,triad6,0.05678970739245415,0.0,117.74925994873047,41.63066101074219,41.63066101074219,1.3486991292666062e-06
I_real,,3.635817120084539e-05,,,,,191.99986267089844,0.020417471832015165,,,,8.0,,,train_event,9,triad6,0.02041747234761715,0.0,117.74929809570312,41.63066482543945,41.63066101074219,3.5683226542460034e-06
I_real,,0.0,,,,,192.00009155273438,5.747109228524684e-08,,,,8.0,,,train_event,10,triad6,5.7471087444582736e-08,0.0,117.74927520751953,41.63066482543945,41.63066101074219,1.3486991292666062e-06
I_real,,8.344646857949556e-07,,,,,192.0000762939453,0.0006327730804469499,,,,8.0,,,train_event,11,triad6,0.0006327730952762067,0.0,117.749267578125,41.63066101074219,41.63066101074219,0.0
I_real,,2.3841855067985307e-07,,,,,191.99989318847656,0.0003566569008936046,,,,8.0,,,train_event,12,triad6,0.0003566569066606462,0.0,117.74929809570312,41.63066482543945,41.63066101074219,3.5683226542460034e-06
I_real,,0.0,,,,,191.999755859375,1.2743907746429232e-06,,,,8.0,,,train_event,13,triad6,1.2743906836476526e-06,0.0,117.74931335449219,41.63066482543945,41.63066482543945,2.336015541004599e-06
I_real,,1.537788011773955e-05,,,,,191.99990844726562,0.0040998890303148225,,,,8.0,,,train_event,14,triad6,0.004099889192730188,0.0,117.74927520751953,41.63066101074219,41.63065719604492,1.9073486328125e-06
I_real,,7.629365427419543e-06,,,,,192.0000457763672,0.0028483441745916493,,,,8.0,,,train_event,15,triad6,0.0028483441565185785,0.0,117.74931335449219,41.63066482543945,41.63066101074219,2.336015541004599e-06
I_real,,4.768370445162873e-07,,,,,191.9998779296875,0.0005639350157621692,,,,8.0,,,train_event,16,triad6,0.0005639350274577737,0.0,117.74927520751953,41.63066101074219,41.63066101074219,0.0
I_real,,0.0,,,,,191.99981689453125,6.394095227365328e-06,,,,8.0,,,train_event,17,triad6,6.394095180439763e-06,0.0,117.749267578125,41.63066101074219,41.63066101074219,0.0
I_real,,2.0265558760002023e-06,,,,,192.0,0.001499831558938613,,,,8.0,,,train_event,18,triad6,0.0014998315600678325,0.0,117.7492904663086,41.63066482543945,41.63066482543945,0.0
I_real,,0.0,,,,,192.00003051757812,8.314711815226374e-07,,,,8.0,,,train_event,19,triad6,8.314711976709077e-07,0.0,117.74928283691406,41.63066864013672,41.63066101074219,3.5683226542460034e-06
I_real,,0.0,,,,,192.0000762939453,2.9470559808487013e-06,,,,8.0,,,train_event,20,triad6,2.9470561457856093e-06,0.0,117.7492904663086,41.63066101074219,41.63066101074219,0.0
I_real,,0.0,,,,,192.0,5.273484400544827e-07,,,,8.0,,,train_event,21,triad6,5.273484475765144e-07,0.0,117.749267578125,41.63066101074219,41.63066101074219,0.0
I_real,,0.0,,,,,192.00003051757812,6.730103556179183e-06,,,,8.0,,,train_event,22,triad6,6.730103905283613e-06,0.0,117.74931335449219,41.63066482543945,41.63066482543945,0.0
I_real,,0.0,,,,,191.99993896484375,3.949811072700556e-09,,,,8.0,,,train_event,23,triad6,3.949811144821069e-09,0.0,117.74927520751953,41.63066101074219,41.63066101074219,0.0
I_real,,0.0,,,,,191.99990844726562,7.624066893027331e-06,,,,8.0,,,train_event,24,triad6,7.624067166034365e-06,0.0,117.74929809570312,41.63066482543945,41.63066101074219,3.303624680484063e-06
I_real,,0.0,,,,,191.99998474121094,1.0804648538006659e-06,,,,8.0,,,train_event,25,triad6,1.080464926417335e-06,0.0,117.74927520751953,41.63066101074219,41.63066101074219,1.3486991292666062e-06
I_real,,0.0,,,,,191.99984741210938,3.809828340519559e-09,,,,8.0,,,train_event,26,triad6,3.8098284527166015e-09,0.0,117.74931335449219,41.63066482543945,41.63066101074219,2.336015541004599e-06
I_real,,0.0,,,,,191.9998779296875,1.212663011055228e-05,,,,8.0,,,train_event,27,triad6,1.2126629371778108e-05,0.0,117.7492904663086,41.63066482543945,41.63066101074219,1.3486991292666062e-06
I_real,,0.0,,,,,191.99989318847656,5.470670979281712e-06,,,,8.0,,,train_event,28,triad6,5.4706702030671295e-06,0.0,117.74928283691406,41.63066101074219,41.63065719604492,3.303624680484063e-06
I_real,,1.1920928244535389e-07,,,,,191.99969482421875,2.785148482053538e-05,,,,8.0,,,train_event,29,triad6,2.7851483537233435e-05,0.0,117.74927520751953,41.63066482543945,41.63066101074219,1.3486991292666062e-06
I_real,,0.0,,,,,191.9999542236328,1.6874645201847398e-05,,,,8.0,,,train_event,30,triad6,1.6874644643394276e-05,0.0,117.7492904663086,41.63066101074219,41.63066101074219,0.0
